 Piola_Stress:0   Piola_Stress:1   Piola_Stress:2   Piola_Stress:3   Piola_Stress:4   Piola_Stress:5   Piola_Stress:6   Piola_Stress:7   Piola_Stress:8   Equivalent_Plastic_Strain   Displacements:0   Displacements:1   Displacements:2   vtkOriginalPointIds   Points:0   Points:1   Points:2 
-6.29103e+08 1.18066e+02 0.00000e+00 1.47929e+02 6.30024e+08 0.00000e+00 0.00000e+00 0.00000e+00 -2.20768e+08 7.22981e-02 0.00000e+00 0.00000e+00 0.00000e+00 0 0.00000e+00 0.00000e+00 0.00000e+00
-6.33893e+08 -7.08895e+05 0.00000e+00 -7.70806e+05 6.25397e+08 0.00000e+00 0.00000e+00 0.00000e+00 -2.25747e+08 7.22671e-02 0.00000e+00 3.35180e-03 0.00000e+00 3 0.00000e+00 5.59834e-02 0.00000e+00
-6.39729e+08 -2.02496e+05 0.00000e+00 -1.76636e+05 6.19564e+08 0.00000e+00 0.00000e+00 0.00000e+00 -2.31463e+08 7.22004e-02 0.00000e+00 6.69925e-03 0.00000e+00 5 0.00000e+00 1.11962e-01 0.00000e+00
-6.41776e+08 7.67114e+05 0.00000e+00 9.34980e+05 6.17148e+08 0.00000e+00 0.00000e+00 0.00000e+00 -2.33919e+08 7.21495e-02 0.00000e+00 1.00430e-02 0.00000e+00 7 0.00000e+00 1.67938e-01 0.00000e+00
-6.45090e+08 2.72976e+05 0.00000e+00 3.99724e+05 6.13272e+08 0.00000e+00 0.00000e+00 0.00000e+00 -2.38093e+08 7.20750e-02 0.00000e+00 1.33850e-02 0.00000e+00 9 0.00000e+00 2.23911e-01 0.00000e+00
-6.57318e+08 -1.21150e+05 0.00000e+00 -2.53852e+04 6.01249e+08 0.00000e+00 0.00000e+00 0.00000e+00 -2.50432e+08 7.19656e-02 0.00000e+00 1.67204e-02 0.00000e+00 11 0.00000e+00 2.79878e-01 0.00000e+00
-6.72458e+08 -7.36524e+05 0.00000e+00 -6.99135e+05 5.86752e+08 0.00000e+00 0.00000e+00 0.00000e+00 -2.64988e+08 7.18538e-02 0.00000e+00 2.00480e-02 0.00000e+00 13 0.00000e+00 3.35837e-01 0.00000e+00
-6.79934e+08 -4.33053e+05 0.00000e+00 -3.47251e+05 5.78960e+08 0.00000e+00 0.00000e+00 0.00000e+00 -2.74476e+08 7.17876e-02 0.00000e+00 2.33679e-02 0.00000e+00 15 0.00000e+00 3.91789e-01 0.00000e+00
-6.91859e+08 -5.43939e+05 0.00000e+00 -4.60946e+05 5.67724e+08 0.00000e+00 0.00000e+00 0.00000e+00 -2.88186e+08 7.17721e-02 0.00000e+00 2.66862e-02 0.00000e+00 17 0.00000e+00 4.47739e-01 0.00000e+00
-7.23431e+08 -3.12478e+05 0.00000e+00 -1.88562e+05 5.40388e+08 0.00000e+00 0.00000e+00 0.00000e+00 -3.15998e+08 7.17788e-02 0.00000e+00 3.00011e-02 0.00000e+00 19 0.00000e+00 5.03685e-01 0.00000e+00
-7.50489e+08 -4.60827e+05 0.00000e+00 -3.41653e+05 5.17875e+08 0.00000e+00 0.00000e+00 0.00000e+00 -3.40399e+08 7.18917e-02 0.00000e+00 3.33122e-02 0.00000e+00 21 0.00000e+00 5.59628e-01 0.00000e+00
-7.56360e+08 -2.52362e+05 0.00000e+00 -9.65462e+04 5.14337e+08 0.00000e+00 0.00000e+00 0.00000e+00 -3.50082e+08 7.21585e-02 0.00000e+00 3.66323e-02 0.00000e+00 23 0.00000e+00 6.15579e-01 0.00000e+00
-7.83205e+08 -8.12790e+05 0.00000e+00 -7.03152e+05 4.93140e+08 0.00000e+00 0.00000e+00 0.00000e+00 -3.76015e+08 7.24241e-02 0.00000e+00 3.99701e-02 0.00000e+00 25 0.00000e+00 6.71549e-01 0.00000e+00
-8.41312e+08 -1.30386e+06 0.00000e+00 -1.21954e+06 4.45426e+08 0.00000e+00 0.00000e+00 0.00000e+00 -4.25329e+08 7.26485e-02 0.00000e+00 4.33115e-02 0.00000e+00 27 0.00000e+00 7.27522e-01 0.00000e+00
-8.74666e+08 -1.38998e+06 0.00000e+00 -1.28521e+06 4.19289e+08 0.00000e+00 0.00000e+00 0.00000e+00 -4.58111e+08 7.30070e-02 0.00000e+00 4.66587e-02 0.00000e+00 29 0.00000e+00 7.83501e-01 0.00000e+00
-8.85744e+08 -1.07536e+06 0.00000e+00 -9.07666e+05 4.12582e+08 0.00000e+00 0.00000e+00 0.00000e+00 -4.76041e+08 7.34923e-02 0.00000e+00 5.00292e-02 0.00000e+00 31 0.00000e+00 8.39503e-01 0.00000e+00
-9.25383e+08 -1.36652e+06 0.00000e+00 -1.20447e+06 3.82389e+08 0.00000e+00 0.00000e+00 0.00000e+00 -5.14300e+08 7.39830e-02 0.00000e+00 5.34240e-02 0.00000e+00 33 0.00000e+00 8.95529e-01 0.00000e+00
-9.92404e+08 -8.69374e+05 0.00000e+00 -6.11477e+05 3.30772e+08 0.00000e+00 0.00000e+00 0.00000e+00 -5.69700e+08 7.45232e-02 0.00000e+00 5.68354e-02 0.00000e+00 35 0.00000e+00 9.51572e-01 0.00000e+00
-1.04937e+09 -5.26942e+05 0.00000e+00 -1.95831e+05 2.90245e+08 0.00000e+00 0.00000e+00 0.00000e+00 -6.14911e+08 7.52649e-02 0.00000e+00 6.02698e-02 0.00000e+00 37 0.00000e+00 1.00764e+00 0.00000e+00
-1.08169e+09 -1.93906e+06 0.00000e+00 -1.75751e+06 2.72672e+08 0.00000e+00 0.00000e+00 0.00000e+00 -6.41597e+08 7.62415e-02 0.00000e+00 6.37445e-02 0.00000e+00 39 0.00000e+00 1.06374e+00 0.00000e+00
-1.11874e+09 -3.14980e+06 0.00000e+00 -3.08201e+06 2.52143e+08 0.00000e+00 0.00000e+00 0.00000e+00 -6.73240e+08 7.73359e-02 0.00000e+00 6.72728e-02 0.00000e+00 2643 0.00000e+00 1.11990e+00 0.00000e+00
-1.18456e+09 -4.41023e+06 0.00000e+00 -4.43453e+06 2.07986e+08 0.00000e+00 0.00000e+00 0.00000e+00 -7.26450e+08 7.84393e-02 0.00000e+00 7.08521e-02 0.00000e+00 2645 0.00000e+00 1.17611e+00 0.00000e+00
-1.26437e+09 -5.51312e+06 0.00000e+00 -5.58550e+06 1.52756e+08 0.00000e+00 0.00000e+00 0.00000e+00 -7.89775e+08 7.95660e-02 0.00000e+00 7.44785e-02 0.00000e+00 2647 0.00000e+00 1.23237e+00 0.00000e+00
-1.33685e+09 -5.67341e+06 0.00000e+00 -5.66460e+06 1.04448e+08 0.00000e+00 0.00000e+00 0.00000e+00 -8.47611e+08 8.07563e-02 0.00000e+00 7.81545e-02 0.00000e+00 2649 0.00000e+00 1.28868e+00 0.00000e+00
-1.39291e+09 -5.55305e+06 0.00000e+00 -5.43375e+06 7.09603e+07 0.00000e+00 0.00000e+00 0.00000e+00 -8.92557e+08 8.20377e-02 0.00000e+00 8.18858e-02 0.00000e+00 2651 0.00000e+00 1.34505e+00 0.00000e+00
-1.44541e+09 -5.18609e+06 0.00000e+00 -4.93321e+06 4.23524e+07 0.00000e+00 0.00000e+00 0.00000e+00 -9.31827e+08 8.34256e-02 0.00000e+00 8.56804e-02 0.00000e+00 2653 0.00000e+00 1.40147e+00 0.00000e+00
-1.50703e+09 -3.67151e+06 0.00000e+00 -3.13567e+06 8.84949e+06 0.00000e+00 0.00000e+00 0.00000e+00 -9.72463e+08 8.49296e-02 0.00000e+00 8.95425e-02 0.00000e+00 2655 0.00000e+00 1.45796e+00 0.00000e+00
-1.58236e+09 -2.46486e+06 0.00000e+00 -1.68825e+06 -3.21785e+07 0.00000e+00 0.00000e+00 0.00000e+00 -1.01647e+09 8.66349e-02 0.00000e+00 9.34789e-02 0.00000e+00 2657 0.00000e+00 1.51453e+00 0.00000e+00
-1.66664e+09 -2.55800e+06 0.00000e+00 -1.72581e+06 -7.56413e+07 0.00000e+00 0.00000e+00 0.00000e+00 -1.05817e+09 8.86255e-02 0.00000e+00 9.75008e-02 0.00000e+00 2659 0.00000e+00 1.57118e+00 0.00000e+00
-1.74134e+09 -2.30155e+06 0.00000e+00 -1.37751e+06 -1.05474e+08 0.00000e+00 0.00000e+00 0.00000e+00 -1.08641e+09 9.10509e-02 0.00000e+00 1.01626e-01 0.00000e+00 2661 0.00000e+00 1.62795e+00 0.00000e+00
-1.79730e+09 -3.08071e+06 0.00000e+00 -2.22419e+06 -1.13555e+08 0.00000e+00 0.00000e+00 0.00000e+00 -1.09445e+09 9.39790e-02 0.00000e+00 1.05886e-01 0.00000e+00 2663 0.00000e+00 1.68484e+00 0.00000e+00
-1.84927e+09 -5.16314e+06 0.00000e+00 -4.56340e+06 -1.11760e+08 0.00000e+00 0.00000e+00 0.00000e+00 -1.09318e+09 9.74447e-02 0.00000e+00 1.10308e-01 0.00000e+00 2665 0.00000e+00 1.74189e+00 0.00000e+00
-1.88555e+09 -7.23713e+06 0.00000e+00 -6.88676e+06 -9.01327e+07 0.00000e+00 0.00000e+00 0.00000e+00 -1.07514e+09 1.01520e-01 0.00000e+00 1.14923e-01 0.00000e+00 2667 0.00000e+00 1.79913e+00 0.00000e+00
-1.89780e+09 -9.82068e+06 0.00000e+00 -9.78910e+06 -4.16213e+07 0.00000e+00 0.00000e+00 0.00000e+00 -1.03617e+09 1.06268e-01 0.00000e+00 1.19770e-01 0.00000e+00 2669 0.00000e+00 1.85661e+00 0.00000e+00
-1.89396e+09 -1.34619e+07 0.00000e+00 -1.39278e+07 2.66557e+07 0.00000e+00 0.00000e+00 0.00000e+00 -9.82669e+08 1.11666e-01 0.00000e+00 1.24889e-01 0.00000e+00 2671 0.00000e+00 1.91436e+00 0.00000e+00
-1.88498e+09 -1.68980e+07 0.00000e+00 -1.78083e+07 1.04719e+08 0.00000e+00 0.00000e+00 0.00000e+00 -9.23805e+08 1.17644e-01 0.00000e+00 1.30317e-01 0.00000e+00 2673 0.00000e+00 1.97243e+00 0.00000e+00
-1.88019e+09 -2.07249e+07 0.00000e+00 -2.21144e+07 1.83568e+08 0.00000e+00 0.00000e+00 0.00000e+00 -8.67348e+08 1.24077e-01 0.00000e+00 1.36083e-01 0.00000e+00 2675 0.00000e+00 2.03082e+00 0.00000e+00
-1.89330e+09 -2.71446e+07 0.00000e+00 -2.95229e+07 2.49597e+08 0.00000e+00 0.00000e+00 0.00000e+00 -8.23022e+08 1.30697e-01 0.00000e+00 1.42208e-01 0.00000e+00 2677 0.00000e+00 2.08958e+00 0.00000e+00
-1.91666e+09 -3.44184e+07 0.00000e+00 -3.79526e+07 3.05133e+08 0.00000e+00 0.00000e+00 0.00000e+00 -7.90974e+08 1.37165e-01 0.00000e+00 1.48691e-01 0.00000e+00 2679 0.00000e+00 2.14869e+00 0.00000e+00
-1.93744e+09 -4.34041e+07 0.00000e+00 -4.84971e+07 3.55345e+08 0.00000e+00 0.00000e+00 0.00000e+00 -7.66401e+08 1.43042e-01 0.00000e+00 1.55516e-01 0.00000e+00 2681 0.00000e+00 2.20815e+00 0.00000e+00
-1.96298e+09 -5.43866e+07 0.00000e+00 -6.15258e+07 3.90073e+08 0.00000e+00 0.00000e+00 0.00000e+00 -7.54747e+08 1.47910e-01 0.00000e+00 1.62638e-01 0.00000e+00 2683 0.00000e+00 2.26790e+00 0.00000e+00
-1.99258e+09 -6.60825e+07 0.00000e+00 -7.54166e+07 4.07059e+08 0.00000e+00 0.00000e+00 0.00000e+00 -7.53830e+08 1.51487e-01 0.00000e+00 1.69992e-01 0.00000e+00 2685 0.00000e+00 2.32788e+00 0.00000e+00
-2.03609e+09 -7.73854e+07 0.00000e+00 -8.86630e+07 3.99079e+08 0.00000e+00 0.00000e+00 0.00000e+00 -7.66851e+08 1.53755e-01 0.00000e+00 1.77501e-01 0.00000e+00 2687 0.00000e+00 2.38803e+00 0.00000e+00
-2.08135e+09 -8.90985e+07 0.00000e+00 -1.02307e+08 3.77226e+08 0.00000e+00 0.00000e+00 0.00000e+00 -7.83977e+08 1.54884e-01 0.00000e+00 1.85092e-01 0.00000e+00 2689 0.00000e+00 2.44825e+00 0.00000e+00
-2.12999e+09 -1.00050e+08 0.00000e+00 -1.14769e+08 3.41111e+08 0.00000e+00 0.00000e+00 0.00000e+00 -8.06554e+08 1.55253e-01 0.00000e+00 1.92714e-01 0.00000e+00 2691 0.00000e+00 2.50850e+00 0.00000e+00
-2.17033e+09 -1.08116e+08 0.00000e+00 -1.23318e+08 3.02114e+08 0.00000e+00 0.00000e+00 0.00000e+00 -8.27296e+08 1.55207e-01 0.00000e+00 2.00330e-01 0.00000e+00 2693 0.00000e+00 2.56875e+00 0.00000e+00
-2.18949e+09 -1.17567e+08 0.00000e+00 -1.33454e+08 2.59283e+08 0.00000e+00 0.00000e+00 0.00000e+00 -8.43657e+08 1.55009e-01 0.00000e+00 2.07929e-01 0.00000e+00 2695 0.00000e+00 2.62898e+00 0.00000e+00
-2.19073e+09 -1.23548e+08 0.00000e+00 -1.38889e+08 2.35465e+08 0.00000e+00 0.00000e+00 0.00000e+00 -8.47742e+08 1.54694e-01 0.00000e+00 2.15500e-01 0.00000e+00 2697 0.00000e+00 2.68918e+00 0.00000e+00
-2.18368e+09 -1.34207e+08 0.00000e+00 -1.49860e+08 2.13028e+08 0.00000e+00 0.00000e+00 0.00000e+00 -8.48488e+08 1.54268e-01 0.00000e+00 2.23049e-01 0.00000e+00 2699 0.00000e+00 2.74937e+00 0.00000e+00
-2.16136e+09 -1.40760e+08 0.00000e+00 -1.55091e+08 1.97660e+08 0.00000e+00 0.00000e+00 0.00000e+00 -8.40897e+08 1.53619e-01 0.00000e+00 2.30557e-01 0.00000e+00 2701 0.00000e+00 2.80951e+00 0.00000e+00
