 Fp:0   Fp:1   Fp:2   Fp:3   Fp:4   Equivalent_Plastic_Strain   F:0   F:1   F:2   F:3   Piola_Stress:0   Piola_Stress:1   Piola_Stress:2   Piola_Stress:3   p   sig:0   sig:1   sig:2   sig:3   velocity:0   velocity:1   vtkOriginalPointIds   Points:0   Points:1   Points:2 
9.44490e-01 -5.94141e-03 -6.18198e-03 1.05367e+00 1.00488e+00 6.79496e-02 9.36759e-01 -1.06291e-02 -2.21835e-03 1.05346e+00 -2.98017e+09 -1.03814e+08 -1.19253e+08 -1.48650e+09 -2.21226e+09 -2.79143e+09 -9.39512e+07 -1.56486e+09 -2.28049e+09 -0.00000e+00 1.72735e+02 91 0.00000e+00 2.14797e+00 0.00000e+00
9.48784e-01 -4.94244e-03 -5.14892e-03 1.04825e+00 1.00549e+00 6.22293e-02 9.40765e-01 -9.03616e-03 -1.86113e-03 1.04728e+00 -3.21001e+09 -1.01834e+08 -1.16013e+08 -1.77864e+09 -2.48017e+09 -3.01965e+09 -9.24920e+07 -1.86182e+09 -2.55905e+09 -0.00000e+00 1.59415e+02 92 0.00000e+00 2.03118e+00 0.00000e+00
9.52645e-01 -4.04709e-03 -4.21892e-03 1.04333e+00 1.00613e+00 5.70313e-02 9.44294e-01 -7.63640e-03 -1.46744e-03 1.04159e+00 -3.45813e+09 -9.74401e+07 -1.10755e+08 -2.08437e+09 -2.76314e+09 -3.26533e+09 -8.89535e+07 -2.17032e+09 -2.85379e+09 -0.00000e+00 1.46307e+02 93 0.00000e+00 1.91503e+00 0.00000e+00
9.55939e-01 -3.30483e-03 -3.44385e-03 1.03902e+00 1.00681e+00 5.25088e-02 9.47213e-01 -5.92926e-03 -1.69912e-03 1.03653e+00 -3.72524e+09 -9.33307e+07 -1.02661e+08 -2.40170e+09 -3.06027e+09 -3.52842e+09 -8.43232e+07 -2.48888e+09 -3.16349e+09 -0.00000e+00 1.33486e+02 94 0.00000e+00 1.79954e+00 0.00000e+00
9.58813e-01 -2.60621e-03 -2.71789e-03 1.03518e+00 1.00752e+00 4.85151e-02 9.49665e-01 -5.19503e-03 -9.50602e-04 1.03193e+00 -4.00923e+09 -8.52489e+07 -9.61212e+07 -2.73085e+09 -3.37055e+09 -3.80734e+09 -7.83619e+07 -2.81759e+09 -3.48674e+09 -0.00000e+00 1.20899e+02 95 0.00000e+00 1.68449e+00 0.00000e+00
9.61316e-01 -2.07073e-03 -2.15895e-03 1.03172e+00 1.00826e+00 4.49446e-02 9.51713e-01 -4.08055e-03 -9.51226e-04 1.02771e+00 -4.30996e+09 -7.95335e+07 -8.79210e+07 -3.07305e+09 -3.69433e+09 -4.10176e+09 -7.27699e+07 -3.15786e+09 -3.82336e+09 -0.00000e+00 1.08528e+02 96 0.00000e+00 1.57000e+00 0.00000e+00
9.63548e-01 -1.60313e-03 -1.67114e-03 1.02856e+00 1.00902e+00 4.17210e-02 9.53445e-01 -3.23297e-03 -7.96029e-04 1.02377e+00 -4.62796e+09 -7.26189e+07 -7.95793e+07 -3.42911e+09 -4.03154e+09 -4.41244e+09 -6.65085e+07 -3.51037e+09 -4.17180e+09 -0.00000e+00 9.62917e+01 97 0.00000e+00 1.45595e+00 0.00000e+00
9.65469e-01 -1.21237e-03 -1.26373e-03 1.02573e+00 1.00978e+00 3.88520e-02 9.54815e-01 -2.55305e-03 -6.21559e-04 1.02014e+00 -4.96632e+09 -6.56230e+07 -7.15344e+07 -3.80054e+09 -4.38372e+09 -4.74187e+09 -6.02956e+07 -3.87690e+09 -4.53239e+09 -0.00000e+00 8.41436e+01 98 0.00000e+00 1.34231e+00 0.00000e+00
9.67249e-01 -9.18056e-04 -9.56153e-04 1.02308e+00 1.01054e+00 3.61816e-02 9.55990e-01 -1.94485e-03 -5.78103e-04 1.01666e+00 -5.32278e+09 -5.97734e+07 -6.40083e+07 -4.18656e+09 -4.74822e+09 -5.08849e+09 -5.47225e+07 -4.25618e+09 -4.89999e+09 -0.00000e+00 7.20569e+01 99 0.00000e+00 1.22909e+00 0.00000e+00
9.68798e-01 -6.30313e-04 -6.56484e-04 1.02072e+00 1.01126e+00 3.37802e-02 9.56878e-01 -1.45672e-03 -4.11910e-04 1.01346e+00 -5.69348e+09 -5.25528e+07 -5.59411e+07 -4.57935e+09 -5.11811e+09 -5.44795e+09 -4.84003e+07 -4.64092e+09 -5.26546e+09 -0.00000e+00 6.01689e+01 100 0.00000e+00 1.11621e+00 0.00000e+00
9.71418e-01 -2.50046e-04 -2.60235e-04 1.01683e+00 1.01239e+00 2.98281e-02 9.58095e-01 -7.61540e-04 -2.06801e-04 1.00799e+00 -6.41464e+09 -3.99833e+07 -4.17587e+07 -5.32198e+09 -5.80844e+09 -6.14583e+09 -3.72073e+07 -5.36447e+09 -5.91500e+09 -0.00000e+00 3.80846e+01 101 0.00000e+00 8.91471e-01 0.00000e+00
9.72384e-01 -1.18627e-04 -1.23529e-04 1.01548e+00 1.01273e+00 2.84487e-02 9.58387e-01 -4.11074e-04 -2.11392e-04 1.00594e+00 -6.73190e+09 -3.28935e+07 -3.29044e+07 -5.63945e+09 -6.09704e+09 -6.45175e+09 -3.03326e+07 -5.67293e+09 -6.16644e+09 -0.00000e+00 2.89763e+01 102 0.00000e+00 7.79525e-01 0.00000e+00
9.73193e-01 -3.33870e-05 -3.48974e-05 1.01447e+00 1.01289e+00 2.73823e-02 9.58599e-01 -3.04475e-04 -4.72609e-05 1.00431e+00 -6.99636e+09 -2.39326e+07 -2.46865e+07 -5.90544e+09 -6.32983e+09 -6.70670e+09 -2.26627e+07 -5.93090e+09 -6.35190e+09 -0.00000e+00 2.14827e+01 103 0.00000e+00 6.67785e-01 0.00000e+00
9.73735e-01 3.69411e-05 3.81361e-05 1.01387e+00 1.01292e+00 2.67079e-02 9.58661e-01 -1.90190e-04 9.02207e-05 1.00317e+00 -7.20388e+09 -1.40735e+07 -1.53651e+07 -6.11833e+09 -6.50846e+09 -6.90608e+09 -1.40437e+07 -6.13773e+09 -6.48156e+09 -0.00000e+00 1.54355e+01 104 0.00000e+00 5.56220e-01 0.00000e+00
9.74212e-01 7.11536e-05 7.36998e-05 1.01343e+00 1.01287e+00 2.61677e-02 9.58770e-01 1.73383e-04 -1.10343e-04 1.00225e+00 -7.36027e+09 -6.85662e+06 -4.59335e+06 -6.29022e+09 -6.64241e+09 -7.05680e+09 -5.87984e+06 -6.30439e+09 -6.56603e+09 -0.00000e+00 1.06525e+01 105 0.00000e+00 4.44775e-01 0.00000e+00
9.74359e-01 1.75444e-04 1.81645e-04 1.01340e+00 1.01275e+00 2.60173e-02 9.58629e-01 -2.37438e-04 6.32065e-04 1.00178e+00 -7.48320e+09 6.49788e+06 3.85928e+05 -6.43232e+09 -6.74517e+09 -7.17362e+09 2.16341e+06 -6.44378e+09 -6.61812e+09 -0.00000e+00 6.86629e+00 106 0.00000e+00 3.33409e-01 0.00000e+00
9.74851e-01 2.04904e-04 2.12194e-04 1.01301e+00 1.01263e+00 2.55035e-02 9.58932e-01 4.79211e-04 2.81045e-05 1.00099e+00 -7.56827e+09 8.69670e+06 1.17705e+07 -6.55402e+09 -6.82428e+09 -7.25745e+09 8.15535e+06 -6.56051e+09 -6.65487e+09 -0.00000e+00 4.09352e+00 107 0.00000e+00 2.22066e-01 0.00000e+00
9.74339e-01 7.40106e-04 7.62730e-04 1.01357e+00 1.01259e+00 2.61083e-02 9.58258e-01 2.25517e-03 -7.64402e-04 1.00129e+00 -7.64985e+09 -1.55373e+05 2.21478e+07 -6.63735e+09 -6.89081e+09 -7.33055e+09 4.92471e+06 -6.64592e+09 -6.69596e+09 -0.00000e+00 2.16251e+00 108 0.00000e+00 1.10801e-01 0.00000e+00
