 Equivalent_Plastic_Strain   F:0   F:1   F:2   F:3   Piola_Stress:0   Piola_Stress:1   Piola_Stress:2   Piola_Stress:3   p   sig:0   sig:1   sig:2   sig:3   velocity:0   velocity:1   vtkOriginalPointIds   Points:0   Points:1   Points:2 
8.49259e-02 9.21794e-01 -2.92382e-03 -3.76845e-03 1.07772e+00 -1.98547e+09 -3.53490e+07 -3.43576e+07 -3.61344e+08 -1.09956e+09 -1.83006e+09 -3.12227e+07 -3.89324e+08 -1.07928e+09 0.00000e+00 2.01894e+02 95 -3.29491e-03 1.77209e+00 0.00000e+00
8.03735e-02 9.29331e-01 -1.79548e-03 -3.76845e-03 1.07772e+00 -4.66761e+08 -2.51605e+07 -2.55729e+07 8.86293e+08 2.58348e+08 -4.33679e+08 -2.67224e+07 9.55221e+08 2.53504e+08 0.00000e+00 1.86804e+02 96 -2.93088e-03 1.65210e+00 0.00000e+00
7.20470e-02 9.34997e-01 -6.72020e-05 -1.89816e-03 1.06820e+00 -9.15237e+08 -1.00076e+07 -9.54573e+06 4.09946e+08 -2.06901e+08 -8.55726e+08 -1.01352e+07 4.37904e+08 -2.02882e+08 0.00000e+00 1.68623e+02 97 -2.64775e-03 1.53259e+00 0.00000e+00
6.98014e-02 9.38793e-01 2.26101e-03 -1.89816e-03 1.06820e+00 -1.70549e+08 2.59069e+06 7.95221e+05 1.03694e+09 4.69170e+08 -1.60112e+08 4.63837e+05 1.10766e+09 4.59958e+08 0.00000e+00 1.47350e+02 98 -2.44551e-03 1.41355e+00 0.00000e+00
6.61042e-02 9.40678e-01 4.32884e-03 1.38851e-05 1.06314e+00 -6.37759e+08 2.16686e+07 2.17771e+07 5.87399e+08 1.22060e+07 -5.99925e+08 2.03914e+07 6.24581e+08 1.19618e+07 0.00000e+00 1.24823e+02 99 -2.34659e-03 1.29478e+00 0.00000e+00
6.61632e-02 9.40650e-01 6.13628e-03 1.38851e-05 1.06314e+00 -6.43066e+08 3.06782e+07 3.08628e+07 5.82632e+08 7.28153e+06 -6.04899e+08 2.88655e+07 6.19608e+08 7.13587e+06 0.00000e+00 1.01044e+02 100 -2.35099e-03 1.17627e+00 0.00000e+00
6.83024e-02 9.39240e-01 1.08290e-02 4.65419e-04 1.06529e+00 -5.64242e+08 5.56536e+07 5.50978e+07 6.71743e+08 9.22214e+07 -5.29933e+08 5.25847e+07 7.16201e+08 9.03971e+07 0.00000e+00 7.86305e+01 101 -2.45214e-03 9.39293e-01 0.00000e+00
7.30348e-02 9.38197e-01 1.52201e-02 5.77529e-04 1.07274e+00 4.59175e+08 7.50644e+07 6.00014e+07 1.60950e+09 1.06894e+09 4.30831e+08 7.13547e+07 1.72773e+09 1.04827e+09 0.00000e+00 7.02416e+01 102 -2.49181e-03 8.20377e-01 0.00000e+00
7.41783e-02 9.37042e-01 2.14762e-02 5.77529e-04 1.07274e+00 2.34455e+08 1.04726e+08 8.75474e+07 1.41754e+09 8.63024e+08 2.19745e+08 9.89510e+07 1.52291e+09 8.46419e+08 0.00000e+00 6.04798e+01 103 -2.50518e-03 7.01025e-01 0.00000e+00
7.21696e-02 9.37648e-01 2.74428e-02 -1.18360e-03 1.06870e+00 -3.03568e+08 1.27182e+08 1.18361e+08 9.21831e+08 3.48551e+08 -2.84780e+08 1.18161e+08 9.88648e+08 3.41783e+08 0.00000e+00 4.22259e+01 104 -2.46306e-03 5.81759e-01 0.00000e+00
7.14998e-02 9.40015e-01 3.31201e-02 -1.18360e-03 1.06870e+00 1.59915e+08 1.55202e+08 1.30108e+08 1.30951e+09 7.69890e+08 1.50169e+08 1.44342e+08 1.40461e+09 7.54896e+08 0.00000e+00 1.54800e+01 105 -2.36545e-03 4.62581e-01 0.00000e+00
5.94098e-02 9.47077e-01 3.76317e-02 -5.87815e-03 1.05265e+00 -1.08745e+09 1.62266e+08 1.84501e+08 6.55111e+07 -4.73040e+08 -1.03099e+09 1.53293e+08 7.50669e+07 -4.63200e+08 0.00000e+00 3.24032e+00 106 -1.98069e-03 3.44531e-01 0.00000e+00
5.35687e-02 9.58833e-01 4.09776e-02 -5.87815e-03 1.05265e+00 1.14130e+09 1.97049e+08 1.23894e+08 1.99919e+09 1.58589e+09 1.09359e+09 1.77185e+08 2.11253e+09 1.55156e+09 0.00000e+00 5.50695e+00 107 -1.30878e-03 2.27608e-01 0.00000e+00
2.68078e-02 9.69326e-01 3.19879e-02 -4.61510e-03 1.01066e+00 -3.88500e+09 1.93069e+08 3.22320e+08 -3.10670e+09 -3.39951e+09 -3.76732e+09 2.01484e+08 -3.13365e+09 -3.29756e+09 0.00000e+00 4.98020e+00 108 -6.69442e-04 1.12971e-01 0.00000e+00
