 velocity:0   velocity:1   Piola:0   Piola:1   Piola:2   Piola:3   epeq   F:0   F:1   F:2   F:3   vtkOriginalPointIds   Points:0   Points:1   Points:2 
0.00000e+00 0.00000e+00 -7.45275e+09 4.06932e+07 4.29863e+07 -7.09331e+09 2.90609e-02 9.57591e-01 5.15063e-04 -2.85341e-05 1.00052e+00 0 -8.87733e-04 1.79200e-05 0.00000e+00
0.00000e+00 2.93692e+02 -1.74431e+09 3.29830e+07 -2.42120e+07 -1.50938e+08 1.22160e-01 8.99086e-01 -3.12925e-02 1.22994e-02 1.10630e+00 4 -5.76581e-03 3.12996e+00 0.00000e+00
0.00000e+00 6.96195e+01 -7.12883e+09 -3.75246e+07 -3.64446e+07 -6.03871e+09 2.99514e-02 9.56453e-01 -3.15597e-04 -2.48511e-04 1.00535e+00 5 -9.90367e-04 1.00423e+00 0.00000e+00
0.00000e+00 2.80701e+02 -2.17536e+09 5.50493e+07 -1.04084e+07 1.76252e+08 1.43639e-01 8.80046e-01 -2.82258e-02 6.74098e-03 1.13056e+00 84 -7.34814e-03 3.00545e+00 0.00000e+00
0.00000e+00 2.83602e+02 -1.96790e+09 8.49831e+07 2.10469e+07 3.74169e+08 1.46794e-01 8.78607e-01 -2.48086e-02 -5.30249e-03 1.13375e+00 85 -7.54961e-03 2.87976e+00 0.00000e+00
0.00000e+00 2.77135e+02 -1.90555e+09 5.84913e+06 -2.95518e+07 2.99235e+08 1.35620e-01 8.88022e-01 -1.94732e-02 -4.11264e-03 1.12154e+00 86 -6.76625e-03 2.75433e+00 0.00000e+00
0.00000e+00 2.59191e+02 -2.34670e+09 -7.38803e+07 -8.95080e+07 -2.55362e+08 1.18697e-01 8.98889e-01 -1.45704e-02 -6.75375e-03 1.10468e+00 87 -5.84095e-03 2.63051e+00 0.00000e+00
0.00000e+00 2.29589e+02 -2.36959e+09 -6.50075e+07 -7.63982e+07 -4.53562e+08 1.04565e-01 9.10520e-01 -1.10808e-02 -4.87754e-03 1.08949e+00 88 -4.89807e-03 2.50825e+00 0.00000e+00
0.00000e+00 2.06024e+02 -2.17683e+09 -5.19084e+07 -5.79818e+07 -4.47591e+08 9.21541e-02 9.19828e-01 -7.71507e-03 -4.43061e-03 1.07892e+00 89 -4.11423e-03 2.38756e+00 0.00000e+00
0.00000e+00 2.04526e+02 -2.76142e+09 -7.83005e+07 -7.87914e+07 -1.10352e+09 8.07819e-02 9.28286e-01 -5.68283e-03 -4.02753e-03 1.06526e+00 90 -3.39322e-03 2.26840e+00 0.00000e+00
0.00000e+00 1.84603e+02 -2.82802e+09 -5.65062e+07 -5.84356e+07 -1.31731e+09 7.03871e-02 9.35720e-01 -4.69978e-03 -3.40586e-03 1.05549e+00 91 -2.76238e-03 2.15039e+00 0.00000e+00
