 Fp:0   Fp:1   Fp:2   Fp:3   Fp:4   Equivalent_Plastic_Strain   F:0   F:1   F:2   F:3   Piola_Stress:0   Piola_Stress:1   Piola_Stress:2   Piola_Stress:3   p   sig:0   sig:1   sig:2   sig:3   velocity:0   velocity:1   vtkOriginalPointIds   Points:0   Points:1   Points:2 
9.75144e-01 6.50234e-03 6.47624e-03 1.01292e+00 1.01245e+00 2.64881e-02 9.59009e-01 2.71632e-03 9.86678e-03 1.00040e+00 -7.67013e+09 4.18807e+07 -5.03481e+06 -6.69270e+09 -6.91354e+09 -7.35578e+09 -2.58714e+07 -6.69527e+09 -6.68958e+09 0.00000e+00 4.68686e-01 0 0.00000e+00 -5.09655e-04 0.00000e+00
9.75465e-01 7.31817e-06 7.03541e-06 1.01247e+00 1.01253e+00 2.48413e-02 9.59368e-01 2.71638e-05 7.41970e-06 9.99854e-01 -7.67464e+09 1.75180e+06 1.83940e+06 -6.73276e+09 -6.93764e+09 -7.36280e+09 1.63066e+06 -6.73177e+09 -6.71833e+09 -2.37965e-01 1.68521e-01 1 9.58425e-01 -9.78080e-06 0.00000e+00
1.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 0.00000e+00 9.98991e-01 -6.83508e-05 3.22777e-04 9.99894e-01 -2.84438e+08 1.96625e+07 1.95784e+07 -1.45169e+08 -1.86030e+08 -2.84144e+08 1.95958e+07 -1.45154e+08 -1.28790e+08 -1.78494e+02 5.60140e-01 2 2.89767e+00 1.41180e-05 0.00000e+00
9.75939e-01 6.19320e-04 6.32477e-04 1.01187e+00 1.01263e+00 2.43887e-02 9.59826e-01 4.32159e-03 -2.86459e-03 9.99417e-01 -7.66450e+09 7.65153e+06 5.97096e+07 -6.70526e+09 -6.92889e+09 -7.35676e+09 2.65519e+07 -6.70132e+09 -6.72859e+09 -3.05787e-01 5.03791e-01 9 1.05740e-01 -1.47323e-04 0.00000e+00
9.75707e-01 1.46621e-04 1.49479e-04 1.01226e+00 1.01249e+00 2.45967e-02 9.59608e-01 -1.81728e-04 6.38062e-04 9.99710e-01 -7.65980e+09 1.68380e+07 1.04864e+07 -6.71189e+09 -6.92002e+09 -7.35040e+09 1.18753e+07 -6.70994e+09 -6.69970e+09 -2.64941e-01 6.61902e-01 10 2.12343e-01 -2.27063e-05 0.00000e+00
9.75522e-01 6.31039e-05 6.43260e-05 1.01242e+00 1.01251e+00 2.47835e-02 9.59418e-01 -2.80103e-05 3.53229e-04 9.99907e-01 -7.66272e+09 1.82999e+07 1.49754e+07 -6.70558e+09 -6.92022e+09 -7.35175e+09 1.51887e+07 -6.70495e+09 -6.70394e+09 -2.82707e-01 4.78904e-01 11 3.18933e-01 -3.87257e-05 0.00000e+00
9.75503e-01 2.51802e-05 2.51775e-05 1.01245e+00 1.01250e+00 2.48021e-02 9.59399e-01 2.58307e-04 -6.81167e-05 9.99930e-01 -7.66253e+09 1.14721e+07 1.34434e+07 -6.70555e+09 -6.91962e+09 -7.35143e+09 1.14631e+07 -6.70508e+09 -6.70235e+09 -3.30417e-01 4.77197e-01 12 4.25502e-01 -2.63782e-05 0.00000e+00
9.75493e-01 9.04514e-06 8.64106e-06 1.01246e+00 1.01251e+00 2.48124e-02 9.59399e-01 7.26500e-05 5.53051e-05 9.99903e-01 -7.66419e+09 9.45875e+06 9.26108e+06 -6.71441e+09 -6.92422e+09 -7.35301e+09 8.70338e+06 -6.71375e+09 -6.70590e+09 -3.46039e-01 4.71276e-01 13 5.32086e-01 -1.82903e-05 0.00000e+00
9.75489e-01 6.86752e-06 6.41409e-06 1.01246e+00 1.01251e+00 2.48169e-02 9.59406e-01 8.47920e-05 4.31235e-06 9.99871e-01 -7.66515e+09 6.36205e+06 6.72561e+06 -6.72248e+09 -6.92826e+09 -7.35399e+09 6.07480e+06 -6.72161e+09 -6.70917e+09 -3.22519e-01 3.95926e-01 14 6.38669e-01 -1.56121e-05 0.00000e+00
9.75457e-01 6.24904e-06 5.81859e-06 1.01248e+00 1.01253e+00 2.48489e-02 9.59383e-01 5.21715e-05 8.55250e-06 9.99867e-01 -7.66753e+09 4.11660e+06 4.29244e+06 -6.72872e+09 -6.93299e+09 -7.35610e+09 3.89184e+06 -6.72782e+09 -6.71507e+09 -3.18758e-01 3.26518e-01 15 7.45254e-01 -1.18790e-05 0.00000e+00
9.75465e-01 6.44912e-06 6.05771e-06 1.01247e+00 1.01252e+00 2.48413e-02 9.59378e-01 3.05070e-05 1.24519e-05 9.99855e-01 -7.67174e+09 2.61940e+06 2.66359e+06 -6.73179e+09 -6.93586e+09 -7.36009e+09 2.42917e+06 -6.73081e+09 -6.71668e+09 -2.67547e-01 2.48756e-01 16 8.51840e-01 -1.07353e-05 0.00000e+00
9.75451e-01 8.55050e-06 8.35085e-06 1.01247e+00 1.01254e+00 2.48554e-02 9.59344e-01 2.59064e-05 4.66945e-06 9.99866e-01 -7.67820e+09 1.20095e+06 1.31977e+06 -6.73317e+09 -6.93985e+09 -7.36604e+09 1.12068e+06 -6.73226e+09 -6.72126e+09 -1.88532e-01 9.32073e-02 17 1.06501e+00 -8.44282e-06 0.00000e+00
9.75454e-01 9.36495e-06 9.20116e-06 1.01247e+00 1.01254e+00 2.48526e-02 9.59336e-01 2.24223e-05 5.01996e-06 9.99877e-01 -7.67971e+09 8.07316e+05 9.13008e+05 -6.73084e+09 -6.93938e+09 -7.36743e+09 7.40699e+05 -6.73002e+09 -6.72068e+09 -1.44515e-01 3.41348e-02 18 1.17159e+00 -7.29894e-06 0.00000e+00
