 PK2:0   PK2:1   PK2:2   PK2:3   PK2:4   Logarithmic_strain_components:0   Logarithmic_strain_components:1   Logarithmic_strain_components:2   Logarithmic_strain_components:3   Logarithmic_strain_components:4   Spatial_displacement:0   Spatial_displacement:1   Spatial_acceleration:0   Spatial_acceleration:1   Spatial_velocity:0   Spatial_velocity:1   Reaction_force:0   Reaction_force:1   Stress_Mises   Stress_Max_Principal   Stress_Mid_Principal   Stress_Min_Principal   Stress_Pressure   Stress_Tresca   Stress_Third_Invariant   Logarithmic_strain_Max_Principal   Logarithmic_strain_Min_Principal   vtkOriginalPointIds   Points:0   Points:1   Points:2 
4.79353e+10 5.55664e+08 5.55664e+08 -5.79010e+07 1.23425e+10 2.22104e-01 7.65481e-03 7.65481e-03 -1.08388e-01 0.00000e+00 -2.70886e-01 0.00000e+00 3.66356e+06 0.00000e+00 -1.00421e+03 0.00000e+00 0.00000e+00 1.98077e+07 4.31619e+10 4.79419e+10 1.23425e+10 -6.45089e+07 -2.00733e+10 4.80064e+10 3.88348e+10 2.22150e-01 -1.08433e-01 20 8.40225e-01 0.00000e+00 0.00000e+00
4.64099e+10 6.66512e+08 6.66512e+08 -5.50608e+08 1.17792e+10 2.15878e-01 9.15786e-03 9.15786e-03 -1.06806e-01 0.00000e+00 -2.42571e-01 0.00000e+00 -3.26142e+06 0.00000e+00 -9.75867e+02 0.00000e+00 0.00000e+00 8.41012e+07 4.21871e+10 4.64194e+10 1.17792e+10 -5.60092e+08 -1.92129e+10 4.69795e+10 3.77898e+10 2.15944e-01 -1.06871e-01 22 9.79651e-01 0.00000e+00 0.00000e+00
4.25200e+10 6.38127e+08 6.38127e+08 -1.35548e+09 1.05576e+10 1.99228e-01 8.72738e-03 8.72738e-03 -1.00796e-01 0.00000e+00 -2.17062e-01 0.00000e+00 -1.09974e+06 0.00000e+00 -8.67747e+02 0.00000e+00 0.00000e+00 1.87070e+08 3.93130e+10 4.25293e+10 1.05576e+10 -1.36476e+09 -1.72407e+10 4.38941e+10 3.48839e+10 1.99292e-01 -1.00860e-01 24 1.11627e+00 0.00000e+00 0.00000e+00
4.05353e+10 6.28595e+08 6.28595e+08 -7.02262e+08 1.04320e+10 1.88879e-01 8.59679e-03 8.59679e-03 -9.30872e-02 0.00000e+00 -1.93381e-01 0.00000e+00 3.56135e+05 0.00000e+00 -8.58086e+02 0.00000e+00 0.00000e+00 9.19785e+07 3.69671e+10 4.05449e+10 1.04320e+10 -7.11901e+08 -1.67550e+10 4.12568e+10 3.28558e+10 1.88945e-01 -9.31531e-02 26 1.25106e+00 0.00000e+00 0.00000e+00
3.64305e+10 7.57621e+08 7.57621e+08 -7.24307e+08 9.48641e+09 1.69846e-01 1.03164e-02 1.03164e-02 -8.33608e-02 0.00000e+00 -1.70840e-01 0.00000e+00 -5.38345e+06 0.00000e+00 -7.71286e+02 0.00000e+00 0.00000e+00 9.25730e+07 3.32754e+10 3.64466e+10 9.48641e+09 -7.40414e+08 -1.50642e+10 3.71870e+10 2.94079e+10 1.69956e-01 -8.34703e-02 28 1.38472e+00 0.00000e+00 0.00000e+00
3.11958e+10 8.59667e+08 8.59667e+08 -7.75355e+08 8.22085e+09 1.45564e-01 1.16526e-02 1.16526e-02 -7.11252e-02 0.00000e+00 -1.52278e-01 0.00000e+00 -1.37937e+06 0.00000e+00 -6.31725e+02 0.00000e+00 0.00000e+00 1.07089e+08 2.85956e+10 3.12190e+10 8.22085e+09 -7.98590e+08 -1.28804e+10 3.20176e+10 2.50818e+10 1.45721e-01 -7.12827e-02 30 1.51439e+00 0.00000e+00 0.00000e+00
3.15336e+10 7.18264e+08 7.18264e+08 2.14278e+09 9.58348e+09 1.41734e-01 9.78824e-03 9.78824e-03 -5.88145e-02 0.00000e+00 -1.35969e-01 0.00000e+00 6.54919e+06 0.00000e+00 -6.70699e+02 0.00000e+00 0.00000e+00 -2.66496e+08 2.65069e+10 3.15518e+10 9.58348e+09 2.12459e+09 -1.44200e+10 2.94272e+10 2.39269e+10 1.41858e-01 -5.89383e-02 32 1.64181e+00 0.00000e+00 0.00000e+00
3.29656e+10 4.46643e+08 4.46643e+08 4.92405e+09 1.11401e+10 1.43175e-01 6.14161e-03 6.14161e-03 -4.96304e-02 0.00000e+00 -1.18234e-01 0.00000e+00 -2.60409e+05 0.00000e+00 -7.45232e+02 0.00000e+00 0.00000e+00 -6.30055e+08 2.55211e+10 3.29732e+10 1.11401e+10 4.91651e+09 -1.63433e+10 2.80567e+10 2.37197e+10 1.43227e-01 -4.96822e-02 34 1.77066e+00 0.00000e+00 0.00000e+00
2.68384e+10 3.29473e+08 3.29473e+08 3.13397e+09 8.78518e+09 1.17976e-01 4.48030e-03 4.48030e-03 -4.34932e-02 0.00000e+00 -1.01566e-01 0.00000e+00 -1.13498e+07 0.00000e+00 -5.92352e+02 0.00000e+00 0.00000e+00 -4.02685e+08 2.14612e+10 2.68431e+10 8.78518e+09 3.12926e+09 -1.29192e+10 2.37139e+10 1.96406e+10 1.18008e-01 -4.35252e-02 36 1.89843e+00 0.00000e+00 0.00000e+00
1.80292e+10 4.34365e+08 4.34365e+08 4.56988e+07 5.18128e+09 8.28539e-02 5.79836e-03 5.79836e-03 -3.74445e-02 0.00000e+00 -9.03349e-02 0.00000e+00 -6.37666e+06 0.00000e+00 -3.54353e+02 0.00000e+00 0.00000e+00 -1.10502e+07 1.60678e+10 1.80410e+10 5.18128e+09 3.38544e+07 -7.75205e+09 1.80072e+10 1.40064e+10 8.29328e-02 -3.75234e-02 38 2.02078e+00 0.00000e+00 0.00000e+00
1.84885e+10 5.67035e+08 5.67035e+08 2.01456e+09 6.07359e+09 8.11674e-02 7.62014e-03 7.62014e-03 -2.95166e-02 0.00000e+00 -8.24593e-02 0.00000e+00 9.95269e+06 0.00000e+00 -3.71974e+02 0.00000e+00 0.00000e+00 -2.44040e+08 1.49262e+10 1.85080e+10 6.07359e+09 1.99506e+09 -8.85887e+09 1.65129e+10 1.34627e+10 8.12984e-02 -2.96476e-02 40 2.13976e+00 0.00000e+00 0.00000e+00
2.81532e+10 5.52622e+08 5.52622e+08 8.82034e+09 1.15029e+10 1.12851e-01 7.60708e-03 7.60708e-03 -2.06023e-02 0.00000e+00 -7.16003e-02 0.00000e+00 1.47615e+07 0.00000e+00 -6.32075e+02 0.00000e+00 0.00000e+00 -1.10083e+09 1.81878e+10 2.81695e+10 1.15029e+10 8.80398e+09 -1.61588e+10 1.93656e+10 1.76598e+10 1.12963e-01 -2.07147e-02 42 2.26173e+00 0.00000e+00 0.00000e+00
3.62058e+10 4.23742e+08 4.23742e+08 1.46939e+10 1.62692e+10 1.38761e-01 5.96188e-03 5.96188e-03 -1.27598e-02 0.00000e+00 -5.58236e-02 0.00000e+00 6.11613e+06 0.00000e+00 -8.33651e+02 0.00000e+00 0.00000e+00 -1.87373e+09 2.07868e+10 3.62145e+10 1.62692e+10 1.46852e+10 -2.23896e+10 2.15293e+10 2.06375e+10 1.38822e-01 -1.28207e-02 44 2.38862e+00 0.00000e+00 0.00000e+00
3.62887e+10 2.80519e+08 2.80519e+08 1.59556e+10 1.68282e+10 1.36499e-01 3.96521e-03 3.96521e-03 -7.11985e-03 0.00000e+00 -3.84134e-02 0.00000e+00 -4.06915e+06 0.00000e+00 -8.28374e+02 0.00000e+00 0.00000e+00 -2.03170e+09 1.99181e+10 3.62927e+10 1.68282e+10 1.59516e+10 -2.30242e+10 2.03411e+10 1.98722e+10 1.36527e-01 -7.14795e-03 46 2.51714e+00 0.00000e+00 0.00000e+00
2.98472e+10 1.67442e+08 1.67442e+08 1.33537e+10 1.38129e+10 1.11487e-01 2.34014e-03 2.34014e-03 -3.61972e-03 0.00000e+00 -2.32089e-02 0.00000e+00 -9.56956e+06 0.00000e+00 -6.63143e+02 0.00000e+00 0.00000e+00 -1.66234e+09 1.62716e+10 2.98489e+10 1.38129e+10 1.33519e+10 -1.90046e+10 1.64970e+10 1.62564e+10 1.11499e-01 -3.63184e-03 48 2.64346e+00 0.00000e+00 0.00000e+00
2.11592e+10 8.91574e+07 8.91574e+07 9.39774e+09 9.62409e+09 7.88682e-02 1.22320e-03 1.22320e-03 -1.69319e-03 0.00000e+00 -1.20935e-02 0.00000e+00 -9.79672e+06 0.00000e+00 -4.34185e+02 0.00000e+00 0.00000e+00 -1.13333e+09 1.16510e+10 2.11598e+10 9.62409e+09 9.39705e+09 -1.33937e+10 1.17628e+10 1.16459e+10 7.88729e-02 -1.69794e-03 50 2.76568e+00 0.00000e+00 0.00000e+00
1.41774e+10 3.74442e+07 3.74442e+07 6.21969e+09 6.32910e+09 5.28073e-02 5.05451e-04 5.05451e-04 -7.80430e-04 0.00000e+00 -4.89109e-03 0.00000e+00 -5.99701e+06 0.00000e+00 -2.07510e+02 0.00000e+00 0.00000e+00 -7.29406e+08 7.90388e+09 1.41776e+10 6.32910e+09 6.21949e+09 -8.90872e+09 7.95810e+09 7.90213e+09 5.28087e-02 -7.81787e-04 52 2.88400e+00 0.00000e+00 0.00000e+00
1.15398e+10 1.68609e+07 1.68609e+07 5.03446e+09 5.10857e+09 4.29689e-02 2.25422e-04 2.25422e-04 -5.17329e-04 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 6.40504e+08 -2.91719e+08 6.46863e+09 1.15398e+10 5.10857e+09 5.03441e+09 -7.22760e+09 6.50539e+09 6.46768e+09 4.29692e-02 -5.17622e-04 54 3.00000e+00 0.00000e+00 0.00000e+00
