 Piola_Stress:0   Piola_Stress:1   Piola_Stress:2   Piola_Stress:3   Piola_Stress:4   Piola_Stress:5   Piola_Stress:6   Piola_Stress:7   Piola_Stress:8   Equivalent_Plastic_Strain   Displacements:0   Displacements:1   Displacements:2   vtkOriginalPointIds   Points:0   Points:1   Points:2 
1.41162e+10 1.14468e+03 0.00000e+00 1.16973e+03 1.28260e+10 0.00000e+00 0.00000e+00 0.00000e+00 1.31150e+10 4.66632e-02 -7.48924e-02 0.00000e+00 0.00000e+00 0 -7.48924e-02 0.00000e+00 0.00000e+00
1.40956e+10 1.09569e+07 0.00000e+00 8.33439e+06 1.29345e+10 0.00000e+00 0.00000e+00 0.00000e+00 1.32001e+10 4.72422e-02 -6.50829e-02 0.00000e+00 0.00000e+00 1 4.60281e-02 0.00000e+00 0.00000e+00
1.40120e+10 1.79045e+07 0.00000e+00 1.35944e+07 1.30960e+10 0.00000e+00 0.00000e+00 0.00000e+00 1.33001e+10 4.80184e-02 -5.52280e-02 0.00000e+00 0.00000e+00 20 1.66994e-01 0.00000e+00 0.00000e+00
1.44815e+10 1.66258e+07 0.00000e+00 1.25287e+07 1.34614e+10 0.00000e+00 0.00000e+00 0.00000e+00 1.35896e+10 4.81722e-02 -4.54391e-02 0.00000e+00 0.00000e+00 30 2.87894e-01 0.00000e+00 0.00000e+00
1.41536e+10 1.04348e+07 0.00000e+00 7.90099e+06 1.32685e+10 0.00000e+00 0.00000e+00 0.00000e+00 1.33323e+10 4.73219e-02 -3.51310e-02 0.00000e+00 0.00000e+00 40 4.09313e-01 0.00000e+00 0.00000e+00
1.42655e+10 4.31141e+06 0.00000e+00 3.10654e+06 1.32347e+10 0.00000e+00 0.00000e+00 0.00000e+00 1.32543e+10 4.63111e-02 -2.58537e-02 0.00000e+00 0.00000e+00 50 5.29702e-01 0.00000e+00 0.00000e+00
1.35841e+10 1.10636e+06 0.00000e+00 7.34155e+05 1.18017e+10 0.00000e+00 0.00000e+00 0.00000e+00 1.18069e+10 3.86338e-02 -1.56087e-02 0.00000e+00 0.00000e+00 60 6.51058e-01 0.00000e+00 0.00000e+00
9.78127e+09 6.25108e+05 0.00000e+00 4.81322e+05 7.61158e+09 0.00000e+00 0.00000e+00 0.00000e+00 7.61427e+09 2.23439e-02 -8.13167e-03 0.00000e+00 0.00000e+00 70 7.69646e-01 0.00000e+00 0.00000e+00
6.24245e+09 4.75946e+05 0.00000e+00 4.26316e+05 3.99095e+09 0.00000e+00 0.00000e+00 0.00000e+00 3.99263e+09 8.64707e-03 -3.92546e-03 0.00000e+00 0.00000e+00 80 8.84964e-01 0.00000e+00 0.00000e+00
3.93886e+09 2.39969e+05 0.00000e+00 2.29098e+05 2.00173e+09 0.00000e+00 0.00000e+00 0.00000e+00 2.00245e+09 1.99985e-03 -1.61736e-03 0.00000e+00 0.00000e+00 90 9.98383e-01 0.00000e+00 0.00000e+00
1.90895e+09 6.71623e+04 0.00000e+00 6.59422e+04 8.41253e+08 0.00000e+00 0.00000e+00 0.00000e+00 8.41395e+08 1.07377e-04 -3.32816e-04 0.00000e+00 0.00000e+00 100 1.11078e+00 0.00000e+00 0.00000e+00
4.01449e+08 1.66572e+03 0.00000e+00 1.65951e+03 1.72545e+08 0.00000e+00 0.00000e+00 0.00000e+00 1.72549e+08 1.25784e-10 -4.74320e-06 0.00000e+00 0.00000e+00 110 1.22222e+00 0.00000e+00 0.00000e+00
5.74619e+06 6.11599e+00 0.00000e+00 6.11567e+00 2.46274e+06 0.00000e+00 0.00000e+00 0.00000e+00 2.46275e+06 0.00000e+00 -1.18148e-08 0.00000e+00 0.00000e+00 120 1.33333e+00 0.00000e+00 0.00000e+00
1.43140e+04 3.35739e-04 0.00000e+00 3.35739e-04 6.13459e+03 0.00000e+00 0.00000e+00 0.00000e+00 6.13459e+03 0.00000e+00 -4.75462e-13 0.00000e+00 0.00000e+00 130 1.44444e+00 0.00000e+00 0.00000e+00
5.76015e-01 7.31836e-18 0.00000e+00 7.26415e-18 2.46869e-01 0.00000e+00 0.00000e+00 0.00000e+00 2.46865e-01 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 140 1.55556e+00 0.00000e+00 0.00000e+00
0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 150 1.66667e+00 0.00000e+00 0.00000e+00
0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 160 1.77778e+00 0.00000e+00 0.00000e+00
