 velocity:0   velocity:1   Piola:0   Piola:1   Piola:2   Piola:3   epeq   F:0   F:1   F:2   F:3   vtkOriginalPointIds   Points:0   Points:1   Points:2 
-4.00273e+02 0.00000e+00 7.47975e+09 -5.89539e-07 -6.81838e-07 5.16639e+09 1.28989e-02 1.03684e+00 -2.68987e-18 -1.75558e-17 1.00000e+00 0 -2.73139e-01 -3.34058e-35 0.00000e+00
-3.04711e+02 0.00000e+00 7.45167e+09 3.86200e+07 1.49360e+08 5.20198e+09 1.08615e-01 1.13271e+00 1.00455e-17 1.79464e-02 9.17929e-01 1 8.45935e-01 -1.02906e-18 0.00000e+00
0.00000e+00 0.00000e+00 8.99633e+09 1.62326e+07 2.41801e+07 6.59780e+09 2.61058e-02 1.05464e+00 -5.66398e-18 1.04343e-03 9.92712e-01 2 2.99358e+00 -9.75658e-20 0.00000e+00
-1.78876e+02 0.00000e+00 3.14200e+09 9.38820e+08 1.03653e+09 7.52850e+08 3.33004e-02 1.03684e+00 -2.60581e-18 5.04900e-02 9.75772e-01 9 -1.62002e-01 -3.00893e-19 0.00000e+00
-3.57479e+02 0.00000e+00 -1.20343e+09 1.59162e+09 1.34348e+09 -3.68263e+09 6.37450e-02 1.03684e+00 -1.34493e-18 1.00980e-01 9.51544e-01 10 -5.08640e-02 -6.01785e-19 0.00000e+00
-4.14024e+02 0.00000e+00 9.95928e+09 -1.85325e+08 5.87283e+08 8.79150e+09 1.33941e-01 1.16104e+00 1.74870e-18 8.54498e-02 9.12785e-01 11 7.81964e-02 -1.08534e-18 0.00000e+00
-4.70569e+02 0.00000e+00 3.72167e+09 2.93676e+08 4.45205e+08 6.88680e+08 1.54395e-01 1.16104e+00 -4.30302e-18 6.99198e-02 8.74027e-01 12 2.07257e-01 -1.56889e-18 0.00000e+00
-3.78393e+02 0.00000e+00 6.30671e+09 5.78154e+07 3.27080e+08 4.14843e+09 1.56513e-01 1.17567e+00 2.91050e-17 5.29152e-02 8.78949e-01 13 3.38563e-01 -1.51947e-18 0.00000e+00
-2.86217e+02 0.00000e+00 7.12147e+09 1.15370e+07 2.26197e+08 5.18971e+09 1.52076e-01 1.17567e+00 2.63322e-17 3.59105e-02 8.83871e-01 14 4.69870e-01 -1.47006e-18 0.00000e+00
-3.34522e+02 0.00000e+00 3.13222e+09 1.83170e+08 2.23958e+08 -1.95266e+08 1.18646e-01 1.12632e+00 1.86275e-17 2.80954e-02 8.96695e-01 15 5.94592e-01 -1.30584e-18 0.00000e+00
-3.82827e+02 0.00000e+00 5.26255e+09 9.21118e+07 1.69138e+08 2.46972e+09 1.10328e-01 1.12632e+00 1.42370e-18 2.02803e-02 9.09518e-01 16 7.19315e-01 -1.14161e-18 0.00000e+00
-2.26594e+02 0.00000e+00 3.71421e+09 1.32347e+08 1.65065e+08 5.19789e+08 8.30628e-02 1.09403e+00 6.96755e-19 1.56126e-02 9.26340e-01 17 9.72555e-01 -9.16517e-19 0.00000e+00
-2.18395e+02 0.00000e+00 4.75775e+09 1.12530e+08 1.59756e+08 1.76322e+09 7.93312e-02 1.09403e+00 2.68807e-17 1.46770e-02 9.32616e-01 18 1.09413e+00 -8.40390e-19 0.00000e+00
-2.10196e+02 0.00000e+00 2.54679e+09 1.68134e+08 1.80030e+08 -8.06629e+08 6.34170e-02 1.07125e+00 7.81108e-19 1.37415e-02 9.38892e-01 19 1.21570e+00 -7.64263e-19 0.00000e+00
-1.79776e+02 0.00000e+00 3.72815e+09 1.52608e+08 1.80768e+08 5.68201e+08 5.92947e-02 1.07125e+00 9.78599e-18 1.32212e-02 9.45928e-01 20 1.33499e+00 -6.78341e-19 0.00000e+00
