 velocity:0   velocity:1   Piola:0   Piola:1   Piola:2   Piola:3   epeq   F:0   F:1   F:2   F:3   vtkOriginalPointIds   Points:0   Points:1   Points:2 
-4.01467e+02 0.00000e+00 3.61915e+09 -3.47400e+08 -1.58982e+08 4.62772e+08 6.15082e-02 1.07152e+00 -5.67918e-02 3.62064e-02 9.43208e-01 0 -2.68473e-01 -4.09817e-03 0.00000e+00
-1.78690e+02 0.00000e+00 2.46281e+09 1.12632e+08 1.16112e+08 -1.00972e+09 9.17435e-02 1.09823e+00 3.61163e-03 8.43377e-03 9.15370e-01 1 8.68104e-01 -5.51833e-03 0.00000e+00
0.00000e+00 0.00000e+00 9.34043e+09 6.84329e+07 4.01185e+07 7.03126e+09 2.32696e-02 1.05243e+00 3.07676e-03 -4.67534e-04 9.96923e-01 2 2.99729e+00 -2.17274e-04 0.00000e+00
-3.75495e+02 0.00000e+00 3.41943e+09 7.96496e+07 2.12562e+08 2.01774e+08 1.62710e-01 1.17172e+00 -2.33287e-02 5.13567e-02 8.63088e-01 9 -1.47517e-01 -9.50098e-03 0.00000e+00
-3.38399e+02 0.00000e+00 3.53717e+09 1.40489e+08 1.61757e+08 4.01467e+08 1.81038e-01 1.19182e+00 1.09262e-02 2.19553e-02 8.50685e-01 10 -1.60787e-02 -1.00529e-02 0.00000e+00
-3.00764e+02 0.00000e+00 3.73328e+09 7.87142e+07 8.94991e+07 6.14101e+08 1.58784e-01 1.17001e+00 5.63669e-03 1.06907e-02 8.67248e-01 11 1.15273e-01 -8.81466e-03 0.00000e+00
-2.68250e+02 0.00000e+00 3.52270e+09 7.06334e+07 5.98081e+07 2.96095e+08 1.39381e-01 1.14942e+00 8.30012e-03 2.54386e-03 8.81185e-01 12 2.44158e-01 -7.91934e-03 0.00000e+00
-2.59599e+02 0.00000e+00 2.99156e+09 4.09227e+07 4.00036e+07 -4.03430e+08 1.22274e-01 1.13028e+00 3.19104e-03 2.47263e-03 8.92676e-01 13 3.70912e-01 -7.19785e-03 0.00000e+00
-2.37549e+02 0.00000e+00 3.55747e+09 7.45235e+07 8.54438e+07 3.21589e+08 1.16963e-01 1.12700e+00 2.79286e-03 8.49546e-03 8.98660e-01 14 4.96265e-01 -6.65899e-03 0.00000e+00
-2.11555e+02 0.00000e+00 4.15891e+09 5.73404e+07 6.08861e+07 1.07317e+09 1.11243e-01 1.12360e+00 3.50118e-03 4.87594e-03 9.04954e-01 15 6.21497e-01 -6.27789e-03 0.00000e+00
