 velocity:0   velocity:1   Piola:0   Piola:1   Piola:2   Piola:3   epeq   F:0   F:1   F:2   F:3   vtkOriginalPointIds   Points:0   Points:1   Points:2 
-2.11216e+02 0.00000e+00 2.88479e+09 3.89250e+07 4.04584e+07 -5.16907e+08 9.96998e-02 1.10763e+00 1.65144e-03 2.95807e-03 9.10107e-01 16 7.45317e-01 -5.96769e-03 0.00000e+00
-1.40511e+02 0.00000e+00 3.62186e+09 1.13483e+08 1.19319e+08 4.01748e+08 8.57539e-02 1.09648e+00 4.77826e-03 7.70859e-03 9.23760e-01 17 9.89975e-01 -4.97989e-03 0.00000e+00
-1.78085e+02 0.00000e+00 3.77806e+09 7.94777e+07 8.36714e+07 5.88770e+08 7.65710e-02 1.08824e+00 3.03724e-03 4.97699e-03 9.31575e-01 18 1.11141e+00 -4.50144e-03 0.00000e+00
-1.95216e+02 0.00000e+00 4.88738e+09 9.75801e+07 1.06528e+08 1.90168e+09 7.25991e-02 1.08809e+00 3.78135e-03 6.45212e-03 9.38394e-01 19 1.23211e+00 -4.00047e-03 0.00000e+00
-1.82053e+02 0.00000e+00 5.75574e+09 8.21886e+07 9.01634e+07 2.90960e+09 6.73307e-02 1.08590e+00 3.31650e-03 5.18599e-03 9.45492e-01 20 1.35308e+00 -3.52868e-03 0.00000e+00
-1.75577e+02 0.00000e+00 4.17043e+09 7.39272e+07 7.90619e+07 1.06946e+09 5.48814e-02 1.06875e+00 1.92176e-03 3.90069e-03 9.50730e-01 21 1.47266e+00 -3.18407e-03 0.00000e+00
-1.05516e+02 0.00000e+00 3.21388e+09 1.05287e+08 1.08596e+08 1.52267e+07 4.63162e-02 1.05751e+00 2.39451e-03 4.45704e-03 9.55046e-01 22 1.59110e+00 -2.87683e-03 0.00000e+00
-6.47213e+01 0.00000e+00 1.86174e+09 1.22842e+08 1.23297e+08 -1.41995e+09 3.63242e-02 1.04389e+00 2.13149e-03 4.19281e-03 9.59572e-01 23 1.70784e+00 -2.58482e-03 0.00000e+00
-6.62096e+01 0.00000e+00 1.02095e+09 1.58649e+08 1.57483e+08 -2.24382e+09 2.84156e-02 1.03393e+00 2.42676e-03 4.33186e-03 9.64130e-01 24 1.82338e+00 -2.28903e-03 0.00000e+00
-6.37396e+01 0.00000e+00 3.66753e+09 1.39925e+08 1.43970e+08 6.10474e+08 3.16813e-02 1.04508e+00 2.57433e-03 4.47892e-03 9.69131e-01 25 1.93878e+00 -1.96798e-03 0.00000e+00
-1.31937e+02 0.00000e+00 4.72858e+09 1.30085e+08 1.35028e+08 1.79566e+09 2.97527e-02 1.04642e+00 2.49863e-03 4.02944e-03 9.74204e-01 26 2.05489e+00 -1.64733e-03 0.00000e+00
-1.69125e+02 0.00000e+00 7.50937e+09 8.94873e+07 9.80500e+07 4.87590e+09 3.51711e-02 1.05980e+00 2.17645e-03 3.58592e-03 9.78880e-01 27 2.17171e+00 -1.34846e-03 0.00000e+00
-1.68963e+02 0.00000e+00 9.08880e+09 6.52817e+07 7.40212e+07 6.65642e+09 3.71519e-02 1.06627e+00 1.81934e-03 2.95673e-03 9.82875e-01 28 2.28991e+00 -1.09487e-03 0.00000e+00
-2.04985e+02 0.00000e+00 9.21971e+09 5.47490e+07 6.17711e+07 6.80679e+09 3.41118e-02 1.06353e+00 1.42010e-03 2.31816e-03 9.86115e-01 29 2.40806e+00 -8.87450e-04 0.00000e+00
-1.30707e+02 0.00000e+00 1.05100e+10 3.37376e+07 4.05873e+07 8.26763e+09 3.69557e-02 1.06998e+00 9.74727e-04 1.72562e-03 9.88510e-01 30 2.52686e+00 -7.35541e-04 0.00000e+00
-1.52345e+02 0.00000e+00 8.90447e+09 3.56319e+07 3.88082e+07 6.47478e+09 2.82796e-02 1.05667e+00 8.05549e-04 1.22831e-03 9.90290e-01 31 2.64489e+00 -6.21961e-04 0.00000e+00
-6.37380e+01 0.00000e+00 1.00154e+10 1.04900e+07 1.05723e+07 7.71493e+09 3.17146e-02 1.06316e+00 3.23657e-04 3.33204e-04 9.91419e-01 32 2.76294e+00 -5.48895e-04 0.00000e+00
-6.79988e+01 0.00000e+00 8.05696e+09 1.43800e+07 2.90557e+06 5.57919e+09 2.21918e-02 1.04818e+00 1.05189e-03 -6.65532e-04 9.92795e-01 33 2.88019e+00 -4.77418e-04 0.00000e+00
