 Fp:0   Fp:1   Fp:2   Fp:3   Fp:4   velocity:0   velocity:1   PK1:0   PK1:1   PK1:2   PK1:3   epeq   F:0   F:1   F:2   F:3   vtkOriginalPointIds   Points:0   Points:1   Points:2 
1.07971e+00 -1.51729e-02 -1.59950e-02 9.45079e-01 9.80234e-01 -3.94938e+02 -1.31575e+01 9.11481e+09 1.85853e+08 9.75415e+07 6.93433e+09 8.57457e-02 1.10955e+00 -5.97755e-03 -2.42474e-02 9.48912e-01 0 -1.47730e-01 -1.77343e-03 0.00000e+00
1.04904e+00 2.93524e-03 2.81777e-03 9.70269e-01 9.82472e-01 -3.02768e+02 -1.14741e+01 9.49781e+09 2.19504e+08 2.76947e+08 7.04777e+09 4.94855e-02 1.07873e+00 2.04424e-03 7.51506e-03 9.76125e-01 1 9.44062e-01 -1.41795e-03 0.00000e+00
1.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 3.08593e-10 1.29409e-08 1.15933e-02 -2.06164e-02 -2.06164e-02 -1.30238e-03 0.00000e+00 1.00000e+00 -2.03285e-13 -6.47281e-14 1.00000e+00 2 3.00000e+00 8.39544e-14 0.00000e+00
1.06093e+00 -1.12218e-03 -1.30139e-03 9.61377e-01 9.80443e-01 -3.84120e+02 -1.09007e+01 9.18595e+09 1.11675e+08 1.03769e+08 6.81889e+09 6.38884e-02 1.08972e+00 9.53618e-04 -1.86578e-03 9.65727e-01 9 -2.73170e-02 -1.92963e-03 0.00000e+00
1.06498e+00 4.13113e-04 2.43305e-04 9.57811e-01 9.80342e-01 -3.74590e+02 -1.08423e+01 9.20218e+09 8.41674e+07 1.24594e+08 6.88311e+09 6.78249e-02 1.09406e+00 -8.75744e-04 2.86758e-03 9.62172e-01 10 9.44393e-02 -2.07455e-03 0.00000e+00
1.06560e+00 1.65700e-03 1.49357e-03 9.57286e-01 9.80314e-01 -3.64637e+02 -1.08161e+01 9.22760e+09 9.22339e+07 1.46734e+08 6.92171e+09 6.83070e-02 1.09479e+00 -4.36260e-04 5.21754e-03 9.61717e-01 11 2.16325e-01 -2.11218e-03 0.00000e+00
1.06518e+00 2.44142e-03 2.26169e-03 9.57628e-01 9.80354e-01 -3.54488e+02 -1.09751e+01 9.25653e+09 1.12859e+08 1.78441e+08 6.95287e+09 6.77509e-02 1.09444e+00 -7.17040e-05 6.83272e-03 9.62160e-01 12 3.38228e-01 -2.11755e-03 0.00000e+00
1.06387e+00 2.96175e-03 2.76718e-03 9.58681e-01 9.80487e-01 -3.44089e+02 -1.11836e+01 9.28909e+09 1.38286e+08 2.10808e+08 6.97745e+09 6.61810e-02 1.09320e+00 3.50289e-04 7.90575e-03 9.63350e-01 13 4.60018e-01 -2.07482e-03 0.00000e+00
1.06159e+00 3.29634e-03 3.10000e-03 9.60496e-01 9.80735e-01 -3.33507e+02 -1.13689e+01 9.32643e+09 1.64257e+08 2.39077e+08 6.99514e+09 6.35053e-02 1.09098e+00 8.59045e-04 8.52058e-03 9.65346e-01 14 5.81612e-01 -1.98448e-03 0.00000e+00
1.05824e+00 3.39850e-03 3.21837e-03 9.63158e-01 9.81121e-01 -3.22944e+02 -1.14821e+01 9.37249e+09 1.88211e+08 2.60630e+08 7.00885e+09 5.96601e-02 1.08769e+00 1.36829e-03 8.62679e-03 9.68250e-01 15 7.02888e-01 -1.83946e-03 0.00000e+00
1.05396e+00 3.25737e-03 3.10591e-03 9.66515e-01 9.81684e-01 -3.12662e+02 -1.15175e+01 9.43064e+09 2.07575e+08 2.73860e+08 7.02497e+09 5.48644e-02 1.08351e+00 1.77385e-03 8.25532e-03 9.71933e-01 16 8.23733e-01 -1.64562e-03 0.00000e+00
1.04375e+00 2.51049e-03 2.42608e-03 9.74138e-01 9.83525e-01 -2.92911e+02 -1.12913e+01 9.55304e+09 2.20979e+08 2.67768e+08 7.06672e+09 4.38588e-02 1.07358e+00 2.17463e-03 6.52229e-03 9.80536e-01 17 1.06382e+00 -1.17233e-03 0.00000e+00
1.03829e+00 2.04970e-03 1.99346e-03 9.77930e-01 9.84860e-01 -2.81963e+02 -1.08160e+01 9.54398e+09 2.09735e+08 2.45100e+08 7.03883e+09 3.81966e-02 1.06809e+00 2.15426e-03 5.39020e-03 9.84889e-01 18 1.18297e+00 -9.24387e-04 0.00000e+00
1.03273e+00 1.59444e-03 1.56000e-03 9.81584e-01 9.86477e-01 -2.68008e+02 -9.86713e+00 9.38698e+09 1.86280e+08 2.10734e+08 6.88177e+09 3.25484e-02 1.06207e+00 1.97365e-03 4.22611e-03 9.88917e-01 19 1.30147e+00 -6.89862e-04 0.00000e+00
1.02704e+00 1.16709e-03 1.14817e-03 9.85122e-01 9.88378e-01 -2.48997e+02 -8.39373e+00 8.99601e+09 1.54849e+08 1.70140e+08 6.50206e+09 2.68561e-02 1.05526e+00 1.65612e-03 3.12762e-03 9.92382e-01 20 1.41924e+00 -4.83735e-04 0.00000e+00
1.02124e+00 7.87539e-04 7.78592e-04 9.88550e-01 9.90543e-01 -2.23912e+02 -6.56869e+00 8.32874e+09 1.21265e+08 1.29823e+08 5.85146e+09 2.10995e-02 1.04761e+00 1.26796e-03 2.17241e-03 9.95126e-01 21 1.53621e+00 -3.16942e-04 0.00000e+00
1.01551e+00 4.78094e-04 4.74643e-04 9.91785e-01 9.92878e-01 -1.93633e+02 -4.70108e+00 7.41674e+09 8.99913e+07 9.42311e+07 4.96677e+09 1.54280e-02 1.03943e+00 8.86859e-04 1.40878e-03 9.97113e-01 22 1.65229e+00 -1.93430e-04 0.00000e+00
1.01022e+00 2.53680e-04 2.52674e-04 9.94668e-01 9.95190e-01 -1.60816e+02 -3.07151e+00 6.36065e+09 6.32302e+07 6.50618e+07 3.96344e+09 1.01795e-02 1.03133e+00 5.68613e-04 8.48847e-04 9.98422e-01 23 1.76746e+00 -1.09697e-04 0.00000e+00
1.00577e+00 1.12486e-04 1.12292e-04 9.97022e-01 9.97230e-01 -1.28947e+02 -1.83246e+00 5.28829e+09 4.18455e+07 4.25339e+07 2.98669e+09 5.75967e-03 1.02403e+00 3.34655e-04 4.75068e-04 9.99205e-01 24 1.88176e+00 -5.78285e-05 0.00000e+00
1.00250e+00 3.75702e-05 3.75519e-05 9.98721e-01 9.98783e-01 -1.00685e+02 -1.00610e+00 4.29725e+09 2.59434e+07 2.61724e+07 2.15562e+09 2.49763e-03 1.01799e+00 1.81814e-04 2.47622e-04 9.99629e-01 25 1.99531e+00 -2.84367e-05 0.00000e+00
1.00059e+00 6.62707e-06 6.62674e-06 9.99702e-01 9.99712e-01 -7.63185e+01 -5.18028e-01 3.38728e+09 1.49366e+07 1.49978e+07 1.52059e+09 5.86378e-04 1.01324e+00 9.45823e-05 1.19303e-04 9.99840e-01 26 2.10824e+00 -1.30232e-05 0.00000e+00
1.00003e+00 2.11248e-07 2.11248e-07 9.99986e-01 9.99987e-01 -5.30679e+01 -2.48063e-01 2.41208e+09 7.30738e+06 7.31471e+06 1.03364e+09 2.67897e-05 1.00912e+00 4.65771e-05 5.08495e-05 9.99939e-01 27 2.22066e+00 -5.35965e-06 0.00000e+00
1.00000e+00 5.59401e-10 5.59401e-10 1.00000e+00 1.00000e+00 -3.05218e+01 -9.87376e-02 1.39315e+09 2.79910e+06 2.79775e+06 5.96026e+08 1.06166e-07 1.00522e+00 1.90835e-05 1.77252e-05 9.99981e-01 28 2.33263e+00 -1.81109e-06 0.00000e+00
1.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 -1.31334e+01 -2.97006e-02 6.00772e+08 8.06555e+05 8.05978e+05 2.57103e+08 0.00000e+00 1.00224e+00 5.94027e-06 4.59404e-06 9.99996e-01 29 2.44421e+00 -4.63730e-07 0.00000e+00
1.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 -3.69941e+00 -5.49845e-03 1.69472e+08 1.56115e+05 1.56068e+05 7.25435e+07 0.00000e+00 1.00063e+00 1.20913e-06 8.22934e-07 9.99999e-01 30 2.55550e+00 -7.34311e-08 0.00000e+00
1.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 -5.05233e-01 -4.59426e-04 2.31727e+07 1.51829e+04 1.51822e+04 9.92483e+06 0.00000e+00 1.00009e+00 1.21039e-07 7.63721e-08 1.00000e+00 31 2.66666e+00 -5.47277e-09 0.00000e+00
1.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 2.68626e-10 8.82450e-09 -6.10623e-03 4.12321e-02 4.12321e-02 -1.51588e-02 0.00000e+00 1.00000e+00 6.92760e-14 4.66741e-13 1.00000e+00 32 2.77778e+00 5.60496e-14 0.00000e+00
