 Fp:0   Fp:1   Fp:2   Fp:3   Fp:4   velocity:0   velocity:1   PK1:0   PK1:1   PK1:2   PK1:3   epeq   F:0   F:1   F:2   F:3   vtkOriginalPointIds   Points:0   Points:1   Points:2 
1.13560e+00 -1.45144e-02 -1.70020e-02 8.91037e-01 9.88516e-01 -3.92844e+02 -4.38396e+00 6.52394e+09 1.22079e+08 5.26179e+07 4.23349e+09 1.49554e-01 1.16293e+00 -2.66284e-03 -2.65789e-02 8.89816e-01 0 -3.13077e-01 -5.27268e-03 0.00000e+00
1.10571e+00 1.53612e-02 1.45301e-02 9.12899e-01 9.90906e-01 -2.51975e+02 -6.68744e+00 5.27979e+09 2.95615e+08 4.39155e+08 2.57180e+09 1.17112e-01 1.12800e+00 2.46329e-03 3.06646e-02 9.09270e-01 1 8.30458e-01 -5.05866e-03 0.00000e+00
1.03988e+00 1.63405e-03 1.64106e-03 9.74530e-01 9.86789e-01 -2.61745e+00 -6.82111e+00 8.08332e+09 2.93470e+07 5.43233e+07 5.39424e+09 4.01586e-02 1.06614e+00 -4.37460e-05 3.97972e-03 9.77650e-01 2 2.99622e+00 -1.10311e-03 0.00000e+00
1.10574e+00 1.72372e-03 1.16134e-03 9.14921e-01 9.88475e-01 -3.80716e+02 -3.36553e+00 6.55019e+09 1.21043e+08 1.26073e+08 4.04434e+09 1.17170e-01 1.13151e+00 3.94820e-03 1.01847e-03 9.13907e-01 9 -1.87299e-01 -4.90353e-03 0.00000e+00
1.11588e+00 4.90625e-03 4.27024e-03 9.06365e-01 9.88750e-01 -3.68839e+02 -4.22890e+00 6.42751e+09 1.26853e+08 2.16982e+08 3.98040e+09 1.27583e-01 1.14184e+00 -9.01702e-04 1.14957e-02 9.05138e-01 10 -6.04577e-02 -5.20213e-03 0.00000e+00
1.11977e+00 7.74429e-03 7.05209e-03 9.02990e-01 9.89031e-01 -3.54818e+02 -4.90065e+00 6.28239e+09 1.48711e+08 2.74091e+08 3.83967e+09 1.31757e-01 1.14551e+00 -1.43057e-03 1.76432e-02 9.01458e-01 11 6.69736e-02 -5.36796e-03 0.00000e+00
1.12236e+00 1.02785e-02 9.46900e-03 9.00648e-01 9.89360e-01 -3.39231e+02 -5.56014e+00 6.11260e+09 1.74085e+08 3.23649e+08 3.65740e+09 1.34692e-01 1.14775e+00 -1.36450e-03 2.26207e-02 8.98751e-01 12 1.94717e-01 -5.53109e-03 0.00000e+00
1.12323e+00 1.24406e-02 1.15238e-02 8.99673e-01 9.89708e-01 -3.22405e+02 -6.09120e+00 5.93044e+09 2.00884e+08 3.63869e+08 3.44620e+09 1.35781e-01 1.14816e+00 -7.92460e-04 2.64595e-02 8.97385e-01 13 3.22569e-01 -5.62871e-03 0.00000e+00
1.12205e+00 1.41292e-02 1.31556e-02 9.00341e-01 9.90056e-01 -3.04824e+02 -6.46068e+00 5.74604e+09 2.27443e+08 3.94144e+08 3.21743e+09 1.34613e-01 1.14640e+00 1.27753e-04 2.91543e-02 8.97663e-01 14 4.50327e-01 -5.63850e-03 0.00000e+00
1.11847e+00 1.51706e-02 1.42026e-02 9.02952e-01 9.90383e-01 -2.86984e+02 -6.66073e+00 5.56995e+09 2.52781e+08 4.15547e+08 2.98425e+09 1.30836e-01 1.14216e+00 1.11344e-03 3.06404e-02 8.99906e-01 15 5.77723e-01 -5.53843e-03 0.00000e+00
1.11280e+00 1.55413e-02 1.46268e-02 9.07304e-01 9.90671e-01 -2.69290e+02 -6.72197e+00 5.41155e+09 2.75838e+08 4.30034e+08 2.76330e+09 1.24768e-01 1.13578e+00 1.91965e-03 3.10574e-02 9.03934e-01 16 7.04499e-01 -5.33626e-03 0.00000e+00
1.09791e+00 1.47819e-02 1.40482e-02 9.19209e-01 9.91080e-01 -2.35096e+02 -6.59599e+00 5.18358e+09 3.11204e+08 4.43681e+08 2.42477e+09 1.08592e-01 1.11957e+00 2.75606e-03 2.97012e-02 9.15406e-01 17 9.55491e-01 -4.73453e-03 0.00000e+00
1.08997e+00 1.39432e-02 1.33103e-02 9.25779e-01 9.91193e-01 -2.18594e+02 -6.48251e+00 5.13107e+09 3.21643e+08 4.43607e+08 2.33336e+09 9.98206e-02 1.11114e+00 2.84547e-03 2.83600e-02 9.21904e-01 18 1.07956e+00 -4.38912e-03 0.00000e+00
1.08231e+00 1.29588e-02 1.24231e-02 9.32252e-01 9.91249e-01 -2.02348e+02 -6.38080e+00 5.12848e+09 3.25853e+08 4.38260e+08 2.30394e+09 9.12558e-02 1.10314e+00 2.78435e-03 2.67837e-02 9.28422e-01 19 1.20270e+00 -4.04207e-03 0.00000e+00
1.07522e+00 1.19133e-02 1.14678e-02 9.38372e-01 9.91257e-01 -1.86222e+02 -6.32255e+00 5.17908e+09 3.22744e+08 4.26596e+08 2.33810e+09 8.32151e-02 1.09589e+00 2.61915e-03 2.50700e-02 9.34709e-01 20 1.32497e+00 -3.70768e-03 0.00000e+00
