 Fp:0   Fp:1   Fp:2   Fp:3   Fp:4   velocity:0   velocity:1   PK1:0   PK1:1   PK1:2   PK1:3   epeq   F:0   F:1   F:2   F:3   vtkOriginalPointIds   Points:0   Points:1   Points:2 
1.06886e+00 1.08648e-02 1.05009e-02 9.43966e-01 9.91222e-01 -1.70096e+02 -6.33113e+00 5.28279e+09 3.11556e+08 4.07705e+08 2.43363e+09 7.59045e-02 1.08956e+00 2.39023e-03 2.32788e-02 9.40591e-01 21 1.44647e+00 -3.39571e-03 0.00000e+00
1.06333e+00 9.84934e-03 9.55802e-03 9.48927e-01 9.91146e-01 -1.53881e+02 -6.41228e+00 5.43663e+09 2.92370e+08 3.81449e+08 2.58600e+09 6.94467e-02 1.08423e+00 2.13601e-03 2.14418e-02 9.45954e-01 22 1.56730e+00 -3.11221e-03 0.00000e+00
1.05867e+00 8.88373e-03 8.65627e-03 9.53209e-01 9.91020e-01 -1.37541e+02 -6.54840e+00 5.63545e+09 2.66560e+08 3.48964e+08 2.78958e+09 6.38981e-02 1.07993e+00 1.89649e-03 1.95709e-02 9.50740e-01 23 1.68759e+00 -2.85931e-03 0.00000e+00
1.05486e+00 7.97051e-03 7.79841e-03 9.56826e-01 9.90827e-01 -1.21121e+02 -6.70379e+00 5.87241e+09 2.36753e+08 3.12621e+08 3.03760e+09 5.92490e-02 1.07660e+00 1.70765e-03 1.76704e-02 9.54947e-01 24 1.80744e+00 -2.63570e-03 0.00000e+00
1.05182e+00 7.10286e-03 6.97771e-03 9.59855e-01 9.90548e-01 -1.04773e+02 -6.84076e+00 6.13904e+09 2.06101e+08 2.75303e+08 3.32115e+09 5.54228e-02 1.07413e+00 1.59068e-03 1.57478e-02 9.58630e-01 25 1.92696e+00 -2.43680e-03 0.00000e+00
1.04940e+00 6.27118e-03 6.18454e-03 9.62419e-01 9.90174e-01 -8.87515e+01 -6.93640e+00 6.42512e+09 1.77227e+08 2.39411e+08 3.62842e+09 5.22891e-02 1.07233e+00 1.54235e-03 1.38211e-02 9.61881e-01 26 2.04623e+00 -2.25623e-03 0.00000e+00
1.04745e+00 5.46723e-03 5.41069e-03 9.64655e-01 9.89710e-01 -7.33740e+01 -6.98748e+00 6.71912e+09 1.51563e+08 2.06311e+08 3.94541e+09 4.96985e-02 1.07101e+00 1.53416e-03 1.19207e-02 9.64803e-01 27 2.16533e+00 -2.08798e-03 0.00000e+00
1.04582e+00 4.68595e-03 4.65148e-03 9.66667e-01 9.89180e-01 -5.89645e+01 -7.00251e+00 7.00921e+09 1.29406e+08 1.76452e+08 4.25777e+09 4.75216e-02 1.06999e+00 1.52369e-03 1.00828e-02 9.67473e-01 28 2.28430e+00 -1.92849e-03 0.00000e+00
1.04441e+00 3.92857e-03 3.90881e-03 9.68512e-01 9.88619e-01 -4.58086e+01 -6.99075e+00 7.28399e+09 1.10406e+08 1.49747e+08 4.55231e+09 4.56660e-02 1.06914e+00 1.47797e-03 8.34055e-03 9.69924e-01 29 2.40317e+00 -1.77748e-03 0.00000e+00
1.04316e+00 3.20620e-03 3.19489e-03 9.70204e-01 9.88071e-01 -3.41293e+01 -6.95779e+00 7.53276e+09 9.40054e+07 1.25769e+08 4.81728e+09 4.40674e-02 1.06839e+00 1.39576e-03 6.71465e-03 9.72154e-01 30 2.52195e+00 -1.63677e-03 0.00000e+00
1.04203e+00 2.54043e-03 2.53310e-03 9.71740e-01 9.87584e-01 -2.40596e+01 -6.90941e+00 7.74533e+09 7.95352e+07 1.03678e+08 5.04201e+09 4.26679e-02 1.06766e+00 1.31471e-03 5.20882e-03 9.74143e-01 31 2.64066e+00 -1.50792e-03 0.00000e+00
1.04094e+00 1.96379e-03 1.95872e-03 9.73128e-01 9.87199e-01 -1.55974e+01 -6.85903e+00 7.91229e+09 6.59644e+07 8.18813e+07 5.21664e+09 4.13925e-02 1.06689e+00 1.30755e-03 3.81018e-03 9.75892e-01 32 2.75929e+00 -1.38934e-03 0.00000e+00
1.03980e+00 1.51718e-03 1.51650e-03 9.74432e-01 9.86957e-01 -8.55634e+00 -6.83862e+00 8.02561e+09 5.11502e+07 5.71955e+07 5.33250e+09 4.01167e-02 1.06594e+00 1.47501e-03 2.47930e-03 9.77453e-01 33 2.87784e+00 -1.27555e-03 0.00000e+00
