 Fp:0   Fp:1   Fp:2   Fp:3   Fp:4   velocity:0   velocity:1   PK1:0   PK1:1   PK1:2   PK1:3   epeq   F:0   F:1   F:2   F:3   vtkOriginalPointIds   Points:0   Points:1   Points:2 
1.04631e+00 1.56673e-06 -4.39218e-06 9.77314e-01 9.77920e-01 -3.96642e+02 -6.72682e+00 1.39987e+10 4.94835e+07 5.77439e+07 1.20975e+10 4.52984e-02 1.08806e+00 2.36531e-04 5.74644e-04 9.95458e-01 0 -6.83890e-02 -2.39236e-04 0.00000e+00
1.00665e+00 3.02907e-05 3.02461e-05 9.96674e-01 9.96707e-01 -1.37583e+02 -6.67149e-01 5.71656e+09 8.94404e+06 9.31862e+06 3.43617e+09 6.62991e-03 1.02596e+00 5.52535e-05 1.33031e-04 9.99875e-01 1 9.93056e-01 -2.17733e-05 0.00000e+00
1.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 7.69114e-13 -3.29174e-13 1.11022e-04 -4.01385e-05 -4.01385e-05 1.45183e-04 0.00000e+00 1.00000e+00 -2.05433e-16 -3.16367e-16 1.00000e+00 2 3.00000e+00 -5.08269e-17 0.00000e+00
1.04614e+00 1.16927e-04 1.19594e-04 9.77355e-01 9.78041e-01 -3.93521e+02 -6.51611e+00 1.39670e+10 3.68396e+07 4.34033e+07 1.20640e+10 4.51344e-02 1.08780e+00 2.85002e-04 5.89572e-04 9.95459e-01 9 5.04697e-02 -3.31186e-04 0.00000e+00
1.04243e+00 1.11470e-04 1.00956e-04 9.79090e-01 9.79783e-01 -3.79571e+02 -5.86443e+00 1.35177e+10 6.02392e+07 6.78227e+07 1.15915e+10 4.15744e-02 1.08274e+00 4.63597e-04 7.46027e-04 9.96777e-01 10 1.73013e-01 -1.76321e-04 0.00000e+00
1.04151e+00 2.13318e-04 2.07836e-04 9.79461e-01 9.80282e-01 -3.68463e+02 -5.56994e+00 1.33251e+10 4.99688e+07 5.70965e+07 1.13765e+10 4.06868e-02 1.08127e+00 4.72261e-04 8.06546e-04 9.96779e-01 11 2.91260e-01 -2.45944e-04 0.00000e+00
1.03384e+00 1.25643e-04 1.18596e-04 9.83264e-01 9.83730e-01 -3.34795e+02 -3.85315e+00 1.20548e+10 4.43258e+07 4.61050e+07 9.98751e+09 3.32890e-02 1.06994e+00 4.93306e-04 4.55881e-04 9.98423e-01 12 4.12424e-01 -8.73864e-05 0.00000e+00
1.03153e+00 2.01727e-04 1.97620e-04 9.84336e-01 9.84860e-01 -3.09597e+02 -3.61732e+00 1.15413e+10 3.56059e+07 3.88303e+07 9.41784e+09 3.10506e-02 1.06622e+00 4.06090e-04 5.83160e-04 9.98425e-01 13 5.29424e-01 -1.38032e-04 0.00000e+00
1.02154e+00 5.51350e-05 5.32086e-05 9.89312e-01 9.89485e-01 -2.57703e+02 -1.67420e+00 9.47745e+09 2.14416e+07 2.10305e+07 7.21180e+09 2.13170e-02 1.05064e+00 2.74425e-04 1.51528e-04 9.99463e-01 14 6.48183e-01 -2.48011e-05 0.00000e+00
1.01830e+00 1.03992e-04 1.03100e-04 9.90883e-01 9.91065e-01 -2.22933e+02 -1.75227e+00 8.69182e+09 1.87849e+07 1.99753e+07 6.38419e+09 1.81355e-02 1.04534e+00 1.88818e-04 3.08442e-04 9.99464e-01 15 7.63439e-01 -6.04101e-05 0.00000e+00
1.00951e+00 7.49777e-06 7.31916e-06 9.95263e-01 9.95297e-01 -1.69270e+02 -4.24185e-01 6.52467e+09 6.63057e+06 6.23346e+06 4.21004e+09 9.46168e-03 1.03091e+00 9.75664e-05 8.01286e-06 9.99875e-01 16 8.79486e-01 -9.45555e-07 0.00000e+00
1.00184e+00 -1.18027e-06 -1.18183e-06 9.99079e-01 9.99081e-01 -9.67346e+01 -1.71198e-02 4.11563e+09 -1.91869e+05 -3.50450e+05 2.05253e+09 1.84030e-03 1.01674e+00 2.31865e-05 -2.92007e-05 9.99982e-01 17 1.10693e+00 2.81169e-06 0.00000e+00
1.00050e+00 1.90631e-06 1.90630e-06 9.99751e-01 9.99752e-01 -7.47527e+01 -2.08217e-01 3.34857e+09 4.63027e+06 4.73994e+06 1.52102e+09 4.97979e-04 1.01297e+00 1.06287e-05 5.59489e-05 9.99982e-01 18 1.21933e+00 -6.80481e-06 0.00000e+00
1.00001e+00 -1.19077e-08 -1.19077e-08 9.99997e-01 9.99997e-01 -4.63202e+01 4.28511e-02 2.10715e+09 -1.41355e+06 -1.45147e+06 9.10854e+08 6.57048e-06 1.00792e+00 3.12394e-06 -2.21050e-05 9.99999e-01 19 1.33181e+00 1.62868e-06 0.00000e+00
1.00000e+00 5.34156e-10 5.34156e-10 1.00000e+00 1.00000e+00 -3.16505e+01 -6.85448e-02 1.44544e+09 1.94959e+06 1.97373e+06 6.22546e+08 1.48985e-07 1.00541e+00 1.19852e-06 2.46162e-05 9.99999e-01 20 1.44349e+00 -2.02496e-06 0.00000e+00
1.00000e+00 -8.04954e-14 -8.04954e-14 1.00000e+00 1.00000e+00 -1.57793e+01 1.86090e-02 7.21206e+08 -5.71034e+05 -5.75042e+05 3.09913e+08 3.84628e-11 1.00269e+00 1.45343e-07 -7.64003e-06 1.00000e+00 21 1.55514e+00 4.59170e-07 0.00000e+00
1.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 -9.37956e+00 -1.97804e-02 4.29372e+08 5.95271e+05 5.97626e+05 1.84304e+08 0.00000e+00 1.00160e+00 4.89268e-08 7.73284e-06 1.00000e+00 22 1.66644e+00 -4.75538e-07 0.00000e+00
1.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 -3.63275e+00 3.84692e-03 1.66362e+08 -1.17298e+05 -1.17480e+05 7.13421e+07 0.00000e+00 1.00062e+00 2.81941e-10 -1.52846e-06 1.00000e+00 23 1.77770e+00 7.66059e-08 0.00000e+00
1.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 -1.89112e+00 -3.84900e-03 8.66413e+07 1.17455e+05 1.17549e+05 3.71440e+07 0.00000e+00 1.00032e+00 1.09829e-10 1.52853e-06 1.00000e+00 24 1.88885e+00 -7.66378e-08 0.00000e+00
1.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 -5.50141e-01 4.52905e-04 2.52078e+07 -1.38323e+04 -1.38355e+04 1.08044e+07 0.00000e+00 1.00009e+00 9.31790e-12 -1.79888e-07 1.00000e+00 25 1.99999e+00 7.76839e-09 0.00000e+00
1.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 -2.52995e-01 -4.52950e-04 1.15932e+07 1.38359e+04 1.38374e+04 4.96875e+06 0.00000e+00 1.00004e+00 3.28904e-12 1.79891e-07 1.00000e+00 26 2.11111e+00 -7.76903e-09 0.00000e+00
1.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 -5.22422e-02 2.89917e-05 2.39401e+06 -8.85685e+02 -8.85704e+02 1.02601e+06 0.00000e+00 1.00001e+00 7.17583e-14 -1.15143e-08 1.00000e+00 27 2.22222e+00 4.42605e-10 0.00000e+00
