 velocity:0   velocity:1   Piola:0   Piola:1   Piola:2   Piola:3   epeq   F:0   F:1   F:2   F:3   vtkOriginalPointIds   Points:0   Points:1   Points:2 
-3.49577e+02 0.00000e+00 1.27801e+10 3.99586e+07 6.23998e+07 1.09814e+10 5.54142e-02 1.09578e+00 2.28665e-03 4.24797e-03 9.80949e-01 16 8.20995e-01 -1.37164e-03 0.00000e+00
-4.09377e+02 0.00000e+00 1.32315e+10 3.32230e+07 4.91780e+07 1.14274e+10 4.83728e-02 1.08949e+00 1.62028e-03 2.96518e-03 9.89100e-01 17 1.06386e+00 -7.87755e-04 0.00000e+00
-3.36940e+02 0.00000e+00 1.37084e+10 2.62600e+07 3.82120e+07 1.19641e+10 4.73436e-02 1.08966e+00 1.31952e-03 2.28867e-03 9.92040e-01 18 1.18545e+00 -5.76940e-04 0.00000e+00
-3.43125e+02 0.00000e+00 1.01770e+10 4.23782e+07 4.86321e+07 7.91480e+09 2.93725e-02 1.06105e+00 9.86575e-04 1.69708e-03 9.94346e-01 19 1.30477e+00 -4.11307e-04 0.00000e+00
-2.21128e+02 0.00000e+00 1.04770e+10 3.05128e+07 3.49445e+07 8.26051e+09 2.88805e-02 1.06127e+00 7.19709e-04 1.20629e-03 9.96052e-01 20 1.42341e+00 -2.90164e-04 0.00000e+00
-2.25918e+02 0.00000e+00 6.72574e+09 4.37923e+07 4.54044e+07 4.29862e+09 1.25414e-02 1.03474e+00 5.39198e-04 8.36331e-04 9.97311e-01 21 1.53974e+00 -1.97729e-04 0.00000e+00
-1.33640e+02 0.00000e+00 6.92353e+09 2.91006e+07 3.02723e+07 4.53272e+09 1.24430e-02 1.03509e+00 3.54052e-04 5.62011e-04 9.98204e-01 22 1.65526e+00 -1.34387e-04 0.00000e+00
-1.37489e+02 0.00000e+00 4.50233e+09 3.40637e+07 3.44157e+07 2.25200e+09 3.61569e-03 1.01981e+00 2.66765e-04 3.71961e-04 9.98825e-01 23 1.76935e+00 -8.76505e-05 0.00000e+00
-8.59527e+01 0.00000e+00 4.63291e+09 2.17866e+07 2.20771e+07 2.40435e+09 3.67745e-03 1.02017e+00 1.64184e-04 2.47549e-04 9.99256e-01 24 1.88298e+00 -5.68407e-05 0.00000e+00
-8.86418e+01 0.00000e+00 2.99555e+09 2.02772e+07 2.03628e+07 1.23835e+09 2.71905e-04 1.01168e+00 1.19989e-04 1.60685e-04 9.99540e-01 25 1.99582e+00 -3.50582e-05 0.00000e+00
-4.95808e+01 0.00000e+00 3.08458e+09 1.26230e+07 1.26922e+07 1.32335e+09 3.03004e-04 1.01195e+00 7.20339e-05 1.03615e-04 9.99732e-01 26 2.10846e+00 -2.09398e-05 0.00000e+00
-5.13966e+01 0.00000e+00 1.42546e+09 8.31217e+06 8.32993e+06 5.81415e+08 1.68050e-07 1.00540e+00 4.58598e-05 6.36034e-05 9.99850e-01 27 2.22051e+00 -1.17598e-05 0.00000e+00
-1.99068e+01 0.00000e+00 1.48169e+09 4.64351e+06 4.65444e+06 6.21385e+08 2.17636e-07 1.00558e+00 2.53832e-05 3.58094e-05 9.99922e-01 28 2.33240e+00 -6.27392e-06 0.00000e+00
-2.08436e+01 0.00000e+00 4.70028e+08 2.57050e+06 2.57236e+06 1.93205e+08 0.00000e+00 1.00177e+00 1.39664e-05 1.95924e-05 9.99961e-01 29 2.44391e+00 -3.14433e-06 0.00000e+00
-5.73712e+00 0.00000e+00 4.94102e+08 1.25563e+06 1.25660e+06 2.08119e+08 0.00000e+00 1.00185e+00 6.80624e-06 9.59058e-06 9.99982e-01 30 2.55531e+00 -1.50214e-06 0.00000e+00
-6.07942e+00 0.00000e+00 1.15209e+08 6.10788e+05 6.10897e+05 4.75854e+07 0.00000e+00 1.00043e+00 3.30496e-06 4.64356e-06 9.99992e-01 31 2.66654e+00 -6.76779e-07 0.00000e+00
-1.22514e+00 0.00000e+00 1.22689e+08 2.64111e+05 2.64161e+05 5.18345e+07 0.00000e+00 1.00046e+00 1.43032e-06 2.00695e-06 9.99996e-01 32 2.77772e+00 -2.93256e-07 0.00000e+00
-1.31516e+00 0.00000e+00 2.50499e+07 1.07397e+05 1.07400e+05 1.04153e+07 0.00000e+00 1.00009e+00 6.14372e-07 7.82100e-07 9.99999e-01 33 2.88887e+00 -1.25191e-07 0.00000e+00
