 velocity:0   velocity:1   Piola:0   Piola:1   Piola:2   Piola:3   epeq   F:0   F:1   F:2   F:3   vtkOriginalPointIds   Points:0   Points:1   Points:2 
-4.37540e+02 0.00000e+00 9.91444e+09 -3.20938e+08 -3.07912e+07 7.66689e+09 5.04586e-02 1.08156e+00 -2.53313e-02 8.60297e-03 9.74669e-01 0 -1.44974e-01 -1.88561e-03 0.00000e+00
-4.01292e+02 0.00000e+00 1.34668e+10 3.56567e+07 5.46883e+07 1.17510e+10 5.35872e-02 1.09578e+00 2.12202e-03 3.69264e-03 9.85358e-01 1 9.42666e-01 -1.05128e-03 0.00000e+00
0.00000e+00 0.00000e+00 2.71102e+07 4.66747e+04 4.66700e+04 1.15266e+07 0.00000e+00 1.00010e+00 4.24094e-07 1.82784e-07 1.00000e+00 2 2.99999e+00 -3.79876e-08 0.00000e+00
-4.11800e+02 0.00000e+00 8.53886e+09 4.58981e+07 1.34988e+08 6.22759e+09 7.43966e-02 1.10199e+00 -2.05830e-04 1.21691e-02 9.49132e-01 9 -2.72993e-02 -3.63532e-03 0.00000e+00
-3.55355e+02 0.00000e+00 9.30611e+09 5.39091e+07 5.33362e+07 7.12065e+09 7.32313e-02 1.10349e+00 3.73670e-03 3.66499e-03 9.52662e-01 10 9.55019e-02 -3.37843e-03 0.00000e+00
-3.68348e+02 0.00000e+00 9.04011e+09 2.66856e+07 2.74139e+07 6.73836e+09 6.56562e-02 1.09503e+00 1.56339e-03 1.65815e-03 9.57963e-01 11 2.17634e-01 -3.11135e-03 0.00000e+00
-3.57476e+02 0.00000e+00 8.70953e+09 4.34003e+07 6.17103e+07 6.31729e+09 6.06088e-02 1.08885e+00 1.55802e-03 4.05584e-03 9.61084e-01 12 3.38939e-01 -2.80972e-03 0.00000e+00
-3.07028e+02 0.00000e+00 9.00006e+09 6.41598e+07 8.56389e+07 6.63364e+09 5.72096e-02 1.08628e+00 2.42725e-03 5.24559e-03 9.65069e-01 13 4.60117e-01 -2.47288e-03 0.00000e+00
-3.00624e+02 0.00000e+00 9.10417e+09 7.94681e+07 9.64681e+07 6.72011e+09 5.13981e-02 1.08070e+00 2.96598e-03 5.16955e-03 9.70462e-01 14 5.80434e-01 -2.09678e-03 0.00000e+00
-3.42131e+02 0.00000e+00 9.80547e+09 7.23747e+07 8.94114e+07 7.50399e+09 4.79285e-02 1.07928e+00 2.61704e-03 4.63998e-03 9.76045e-01 15 7.00347e-01 -1.71919e-03 0.00000e+00
