 Fp:0   Fp:1   Fp:2   Fp:3   Fp:4   velocity:0   velocity:1   PK1:0   PK1:1   PK1:2   PK1:3   epeq   F:0   F:1   F:2   F:3   vtkOriginalPointIds   Points:0   Points:1   Points:2 
1.10826e+00 5.21256e-03 4.82570e-03 9.15398e-01 9.85734e-01 -3.92027e+02 -5.67356e+00 7.42692e+09 1.05433e+08 1.79370e+08 5.17230e+09 1.17333e-01 1.13616e+00 1.25759e-03 1.04156e-02 9.16101e-01 0 -3.11383e-01 -5.92996e-03 0.00000e+00
1.10054e+00 1.65147e-02 1.57523e-02 9.19532e-01 9.88419e-01 -2.68306e+02 -9.96378e+00 6.43323e+09 2.51374e+08 4.26936e+08 3.97378e+09 1.09470e-01 1.12559e+00 3.15116e-03 3.25623e-02 9.18329e-01 1 8.21655e-01 -5.83039e-03 0.00000e+00
1.04326e+00 1.83918e-03 1.83442e-03 9.70901e-01 9.87266e-01 -8.61418e+00 -9.25929e+00 8.12328e+09 6.71253e+07 7.22836e+07 5.47078e+09 4.37882e-02 1.07000e+00 2.06133e-03 2.80470e-03 9.74265e-01 2 2.99469e+00 -1.98237e-03 0.00000e+00
1.10818e+00 5.20041e-03 4.83721e-03 9.15430e-01 9.85766e-01 -3.87441e+02 -5.76285e+00 7.41222e+09 1.04573e+08 1.78405e+08 5.15332e+09 1.17223e-01 1.13604e+00 1.22805e-03 1.04284e-02 9.16101e-01 9 -1.89428e-01 -5.99109e-03 0.00000e+00
1.11395e+00 9.48400e-03 8.80602e-03 9.10158e-01 9.86404e-01 -3.69844e+02 -6.76456e+00 7.19543e+09 1.39697e+08 3.04726e+08 4.96287e+09 1.23552e-01 1.14159e+00 -1.56307e-03 2.15001e-02 9.10411e-01 10 -5.80644e-02 -6.11114e-03 0.00000e+00
1.11378e+00 9.51109e-03 8.85593e-03 9.10227e-01 9.86473e-01 -3.63872e+02 -7.19093e+00 7.16371e+09 1.39105e+08 3.02632e+08 4.92150e+09 1.23300e-01 1.14134e+00 -1.51587e-03 2.15167e-02 9.10410e-01 11 6.40389e-02 -6.28894e-03 0.00000e+00
1.11565e+00 1.36162e-02 1.27390e-02 9.08116e-01 9.87197e-01 -3.42248e+02 -8.31776e+00 6.88310e+09 1.77431e+08 3.71553e+08 4.61276e+09 1.25606e-01 1.14260e+00 -3.10144e-04 2.87038e-02 9.07735e-01 12 1.95977e-01 -6.32984e-03 0.00000e+00
1.11547e+00 1.36584e-02 1.28057e-02 9.08192e-01 9.87282e-01 -3.34816e+02 -8.73941e+00 6.84678e+09 1.77509e+08 3.69564e+08 4.56540e+09 1.25274e-01 1.14231e+00 -2.27520e-04 2.87243e-02 9.07734e-01 13 3.17925e-01 -6.45638e-03 0.00000e+00
1.11038e+00 1.60032e-02 1.51033e-02 9.11871e-01 9.87867e-01 -3.10252e+02 -9.29684e+00 6.61879e+09 2.18205e+08 4.09937e+08 4.26144e+09 1.20185e-01 1.13639e+00 1.72264e-03 3.21204e-02 9.10979e-01 14 4.49517e-01 -6.23719e-03 0.00000e+00
1.11022e+00 1.60429e-02 1.51685e-02 9.11932e-01 9.87946e-01 -3.02079e+02 -9.62717e+00 6.58860e+09 2.18189e+08 4.08101e+08 4.22245e+09 1.19848e-01 1.13615e+00 1.79777e-03 3.21429e-02 9.10978e-01 15 5.70849e-01 -6.27462e-03 0.00000e+00
1.10063e+00 1.64847e-02 1.56972e-02 9.19503e-01 9.88362e-01 -2.76659e+02 -9.71880e+00 6.44944e+09 2.52183e+08 4.28883e+08 3.99458e+09 1.09758e-01 1.12573e+00 3.10351e-03 3.25394e-02 9.18330e-01 16 7.01209e-01 -5.86025e-03 0.00000e+00
1.08931e+00 1.56318e-02 1.50152e-02 9.28743e-01 9.88677e-01 -2.43302e+02 -9.81098e+00 6.39175e+09 2.72708e+08 4.31117e+08 3.85407e+09 9.73267e-02 1.11373e+00 3.65312e-03 3.10089e-02 9.27551e-01 17 9.50363e-01 -5.32374e-03 0.00000e+00
1.08929e+00 1.56489e-02 1.50556e-02 9.28733e-01 9.88704e-01 -2.35062e+02 -1.00013e+01 6.39339e+09 2.70848e+08 4.28940e+08 3.85552e+09 9.71175e-02 1.11373e+00 3.66462e-03 3.10315e-02 9.27550e-01 18 1.06985e+00 -5.25867e-03 0.00000e+00
1.07838e+00 1.40536e-02 1.36121e-02 9.37961e-01 9.88838e-01 -2.10954e+02 -9.78346e+00 6.44424e+09 2.76201e+08 4.16317e+08 3.84555e+09 8.50405e-02 1.10245e+00 3.62636e-03 2.83346e-02 9.37001e-01 19 1.19688e+00 -4.74032e-03 0.00000e+00
