 velocity:0   velocity:1   Piola:0   Piola:1   Piola:2   Piola:3   epeq   F:0   F:1   F:2   F:3   vtkOriginalPointIds   Points:0   Points:1   Points:2 
-4.00147e+02 0.00000e+00 1.38584e+10 -9.40977e-08 -2.51289e-07 1.20910e+10 3.96738e-02 1.08149e+00 -1.65789e-18 -1.42667e-17 1.00000e+00 0 -1.46941e-01 -2.36648e-35 0.00000e+00
-4.06572e+02 0.00000e+00 1.51155e+10 -4.69591e+06 5.78061e+07 1.37228e+10 5.89785e-02 1.10636e+00 1.70596e-18 4.53776e-03 9.87363e-01 1 9.40593e-01 -1.85538e-19 0.00000e+00
0.00000e+00 0.00000e+00 9.92113e+07 1.14923e+06 1.15026e+06 3.89017e+07 0.00000e+00 1.00038e+00 -1.28501e-20 1.49588e-05 9.99983e-01 2 2.99993e+00 -3.19116e-22 0.00000e+00
-2.99796e+02 0.00000e+00 1.15381e+10 4.26045e+07 1.19497e+08 9.47150e+09 4.53301e-02 1.08149e+00 -1.60608e-18 7.56332e-03 9.85067e-01 9 -3.21020e-02 -2.13153e-19 0.00000e+00
-5.99444e+02 0.00000e+00 9.15102e+09 1.01177e+08 2.18754e+08 6.79583e+09 5.23962e-02 1.08149e+00 -8.28945e-19 1.51266e-02 9.70134e-01 10 8.27372e-02 -4.26306e-19 0.00000e+00
-4.48987e+02 0.00000e+00 1.37054e+10 -1.76186e+07 1.24455e+08 1.23179e+10 7.31108e-02 1.11735e+00 2.04141e-18 1.13925e-02 9.69391e-01 11 2.09151e-01 -4.39222e-19 0.00000e+00
-2.98530e+02 0.00000e+00 1.35928e+10 -1.11041e+07 8.35387e+07 1.21863e+10 7.33235e-02 1.11735e+00 -8.25517e-20 7.65832e-03 9.68647e-01 12 3.35564e-01 -4.52138e-19 0.00000e+00
-3.03338e+02 0.00000e+00 9.58991e+09 4.35586e+07 9.98029e+07 7.27713e+09 5.16683e-02 1.08247e+00 6.98364e-18 6.85062e-03 9.71956e-01 13 4.55697e-01 -4.05421e-19 0.00000e+00
-3.08147e+02 0.00000e+00 1.01197e+10 3.68575e+07 8.97005e+07 7.87440e+09 5.01093e-02 1.08247e+00 5.85978e-18 6.04293e-03 9.75264e-01 14 5.75830e-01 -3.58704e-19 0.00000e+00
-3.75558e+02 0.00000e+00 1.23788e+10 1.48886e+07 7.61412e+07 1.05101e+10 5.46987e-02 1.09388e+00 3.85927e-18 5.54972e-03 9.79949e-01 15 6.96439e-01 -2.93100e-19 0.00000e+00
-4.42970e+02 0.00000e+00 1.31097e+10 1.14520e+07 7.09085e+07 1.13303e+10 5.27385e-02 1.09388e+00 5.20132e-19 5.05652e-03 9.84634e-01 16 8.17048e-01 -2.27496e-19 0.00000e+00
-3.70174e+02 0.00000e+00 1.13970e+10 3.01775e+07 7.04289e+07 9.28146e+09 3.91230e-02 1.07461e+00 2.61138e-19 4.01900e-03 9.90093e-01 17 1.06414e+00 -1.43579e-19 0.00000e+00
-3.30180e+02 0.00000e+00 1.17658e+10 2.56183e+07 6.16702e+07 9.69996e+09 3.82179e-02 1.07461e+00 3.19690e-18 3.47163e-03 9.92445e-01 18 1.18398e+00 -1.10273e-19 0.00000e+00
-2.90186e+02 0.00000e+00 8.47494e+09 5.48058e+07 7.56104e+07 6.06449e+09 2.18804e-02 1.04885e+00 1.28675e-19 2.92426e-03 9.94797e-01 19 1.30383e+00 -7.69667e-20 0.00000e+00
