 velocity:0   velocity:1   Piola:0   Piola:1   Piola:2   Piola:3   epeq   F:0   F:1   F:2   F:3   vtkOriginalPointIds   Points:0   Points:1   Points:2 
-2.39364e+02 0.00000e+00 8.65996e+09 4.34917e+07 6.03784e+07 6.28262e+09 2.14484e-02 1.04885e+00 8.02141e-19 2.31084e-03 9.95956e-01 20 1.42104e+00 -6.00994e-20 0.00000e+00
-1.88541e+02 0.00000e+00 5.83351e+09 6.02908e+07 6.80225e+07 3.39707e+09 9.46084e-03 1.02935e+00 7.34122e-20 1.69741e-03 9.97115e-01 21 1.53825e+00 -4.32321e-20 0.00000e+00
-1.55841e+02 0.00000e+00 5.93980e+09 4.53640e+07 5.12868e+07 3.53252e+09 9.22935e-03 1.02935e+00 -5.00330e-20 1.26750e-03 9.97776e-01 22 1.65304e+00 -3.36495e-20 0.00000e+00
-1.23141e+02 0.00000e+00 4.04288e+09 4.73132e+07 4.97500e+07 1.82222e+09 2.62726e-03 1.01760e+00 4.84165e-20 8.37583e-04 9.98437e-01 23 1.76783e+00 -2.40669e-20 0.00000e+00
-1.03795e+02 0.00000e+00 4.10990e+09 3.85352e+07 4.05608e+07 1.92237e+09 2.50727e-03 1.01760e+00 -2.64237e-19 6.77107e-04 9.98874e-01 24 1.88114e+00 -1.73849e-20 0.00000e+00
-8.44478e+01 0.00000e+00 2.50911e+09 3.80747e+07 3.89630e+07 9.45521e+08 7.17574e-05 1.00980e+00 2.67240e-20 5.16632e-04 9.99310e-01 25 1.99446e+00 -1.07029e-20 0.00000e+00
-7.01431e+01 0.00000e+00 2.53780e+09 4.63005e+07 4.74093e+07 1.00933e+09 6.39933e-05 1.00980e+00 2.67240e-20 6.28122e-04 9.99550e-01 26 2.10684e+00 -6.82927e-21 0.00000e+00
-5.58383e+01 0.00000e+00 1.53997e+09 5.57715e+07 5.65673e+07 6.18108e+08 4.16995e-07 1.00586e+00 -3.26492e-21 7.39612e-04 9.99791e-01 27 2.21923e+00 -2.95566e-21 0.00000e+00
-4.21117e+01 0.00000e+00 1.53661e+09 4.07470e+07 4.13254e+07 6.10215e+08 4.16693e-07 1.00586e+00 -5.61889e-20 5.40309e-04 9.99762e-01 28 2.33116e+00 -4.13888e-21 0.00000e+00
-2.83851e+01 0.00000e+00 7.55298e+08 2.59877e+07 2.61615e+07 2.65862e+08 4.53474e-10 1.00293e+00 8.43945e-21 3.41007e-04 9.99732e-01 29 2.44310e+00 -5.32209e-21 0.00000e+00
-1.96752e+01 0.00000e+00 7.64048e+08 1.75262e+07 1.76468e+07 2.86318e+08 3.70298e-10 1.00293e+00 1.14877e-19 2.30038e-04 9.99808e-01 30 2.55465e+00 -3.69657e-21 0.00000e+00
-1.09654e+01 0.00000e+00 2.78898e+08 9.12805e+06 9.15025e+06 9.42330e+07 0.00000e+00 1.00109e+00 4.58827e-21 1.19069e-04 9.99884e-01 31 2.66620e+00 -2.07105e-21 0.00000e+00
-7.32484e+00 0.00000e+00 2.83663e+08 5.70996e+06 5.72445e+06 1.05358e+08 0.00000e+00 1.00109e+00 2.93674e-20 7.44932e-05 9.99926e-01 32 2.77748e+00 -1.35464e-21 0.00000e+00
-3.68432e+00 0.00000e+00 9.73040e+07 2.29859e+06 2.30056e+06 3.44504e+07 0.00000e+00 1.00038e+00 1.83573e-21 2.99175e-05 9.99967e-01 33 2.88876e+00 -6.38233e-22 0.00000e+00
