 velocity:0   velocity:1   Piola:0   Piola:1   Piola:2   Piola:3   epeq   F:0   F:1   F:2   F:3   vtkOriginalPointIds   Points:0   Points:1   Points:2 
-4.00268e+02 0.00000e+00 1.41709e+10 -4.84067e+06 -7.20619e+05 1.24535e+10 4.13918e-02 1.08420e+00 -2.98057e-04 2.44218e-05 9.99702e-01 0 -7.05837e-02 -1.76421e-05 0.00000e+00
-7.55160e+01 0.00000e+00 4.59352e+09 3.07538e+06 3.12512e+06 2.43286e+09 3.10097e-03 1.01939e+00 2.07917e-05 3.50867e-05 9.99915e-01 1 9.96378e-01 -8.31032e-06 0.00000e+00
0.00000e+00 0.00000e+00 7.69730e-01 7.87661e-04 7.87661e-04 3.28835e-01 0.00000e+00 1.00000e+00 4.80133e-15 5.43827e-15 1.00000e+00 2 3.00000e+00 -5.51737e-16 0.00000e+00
-3.96295e+02 0.00000e+00 1.41367e+10 9.74224e+05 9.77331e+05 1.24147e+10 4.14910e-02 1.08423e+00 4.79226e-05 4.81664e-05 9.99452e-01 9 4.61404e-02 -3.23950e-05 0.00000e+00
-3.95973e+02 0.00000e+00 1.57458e+10 7.65213e+05 5.97749e+05 1.43088e+10 4.88150e-02 1.09661e+00 5.18668e-05 4.01870e-05 9.99552e-01 10 1.67261e-01 -2.87989e-05 0.00000e+00
-4.47482e+02 0.00000e+00 1.57590e+10 5.37890e+05 4.60845e+05 1.43235e+10 4.87853e-02 1.09661e+00 3.64172e-05 3.10484e-05 9.99640e-01 11 2.88764e-01 -2.72775e-05 0.00000e+00
-4.47424e+02 0.00000e+00 1.44523e+10 4.82818e+05 5.97069e+05 1.27810e+10 4.26764e-02 1.08636e+00 2.36205e-05 3.23721e-05 9.99700e-01 12 4.09953e-01 -2.53178e-05 0.00000e+00
-3.24632e+02 0.00000e+00 1.44593e+10 4.02502e+05 7.34726e+05 1.27890e+10 4.26671e-02 1.08636e+00 1.67708e-05 4.22055e-05 9.99740e-01 13 5.31752e-01 -2.26796e-05 0.00000e+00
-3.24573e+02 0.00000e+00 8.80836e+09 1.62480e+06 1.89277e+06 6.52533e+09 1.83046e-02 1.04579e+00 1.75741e-05 5.33215e-05 9.99775e-01 14 6.50127e-01 -1.99432e-05 0.00000e+00
-1.65078e+02 0.00000e+00 8.81326e+09 1.92534e+06 2.15697e+06 6.53166e+09 1.82835e-02 1.04578e+00 2.56755e-05 5.65538e-05 9.99818e-01 15 7.67672e-01 -1.62691e-05 0.00000e+00
-1.65034e+02 0.00000e+00 4.58864e+09 4.06597e+06 4.14846e+06 2.42414e+09 3.11861e-03 1.01940e+00 2.51816e-05 4.89336e-05 9.99869e-01 16 8.82363e-01 -1.21337e-05 0.00000e+00
-7.56273e+01 0.00000e+00 1.84489e+09 2.86114e+06 2.86884e+06 7.85805e+08 1.84530e-06 1.00695e+00 1.59839e-05 2.18579e-05 9.99951e-01 17 1.10893e+00 -4.76888e-06 0.00000e+00
-2.38606e+01 0.00000e+00 1.84920e+09 1.57752e+06 1.58179e+06 7.93098e+08 1.82683e-06 1.00695e+00 8.81080e-06 1.20551e-05 9.99976e-01 18 1.22124e+00 -2.45619e-06 0.00000e+00
-2.39568e+01 0.00000e+00 4.18510e+08 7.82616e+05 7.83052e+05 1.77334e+08 0.00000e+00 1.00156e+00 4.37449e-06 5.83795e-06 9.99990e-01 19 1.33282e+00 -1.11624e-06 0.00000e+00
-4.54237e+00 0.00000e+00 4.20690e+08 3.43248e+05 3.43447e+05 1.79650e+08 0.00000e+00 1.00157e+00 1.90730e-06 2.57194e-06 9.99996e-01 20 1.44427e+00 -4.61131e-07 0.00000e+00
-4.57859e+00 0.00000e+00 6.04740e+07 1.37587e+05 1.37598e+05 2.55811e+07 0.00000e+00 1.00023e+00 7.62919e-07 1.02668e-06 9.99998e-01 21 1.55548e+00 -1.73990e-07 0.00000e+00
-5.74222e-01 0.00000e+00 6.10815e+07 4.87197e+04 4.87239e+04 2.60683e+07 0.00000e+00 1.00023e+00 2.69103e-07 3.64604e-07 9.99999e-01 22 1.66664e+00 -6.08574e-08 0.00000e+00
-5.82342e-01 0.00000e+00 6.01252e+06 1.64306e+04 1.64308e+04 2.54048e+06 0.00000e+00 1.00002e+00 9.05927e-08 1.23017e-07 1.00000e+00 23 1.77777e+00 -1.94660e-08 0.00000e+00
-5.12607e-02 0.00000e+00 6.11657e+06 4.94624e+03 4.94628e+03 2.61098e+06 0.00000e+00 1.00002e+00 2.72719e-08 3.70327e-08 1.00000e+00 24 1.88889e+00 -5.81170e-09 0.00000e+00
-5.24261e-02 0.00000e+00 4.31541e+05 1.37152e+03 1.37152e+03 1.82127e+05 0.00000e+00 1.00000e+00 7.52809e-09 1.03017e-08 1.00000e+00 25 2.00000e+00 -1.61183e-09 0.00000e+00
-3.36252e-03 0.00000e+00 4.43152e+05 3.73425e+02 3.73425e+02 1.89209e+05 0.00000e+00 1.00000e+00 2.05724e-09 2.79730e-09 1.00000e+00 26 2.11111e+00 -4.09686e-10 0.00000e+00
-3.47519e-03 0.00000e+00 2.30570e+04 8.23847e+01 8.23847e+01 9.71959e+03 0.00000e+00 1.00000e+00 4.50596e-10 6.20406e-10 1.00000e+00 27 2.22222e+00 -1.00868e-10 0.00000e+00
-1.66324e-04 0.00000e+00 2.39447e+04 2.13236e+01 2.13236e+01 1.02248e+04 0.00000e+00 1.00000e+00 1.17376e-10 1.59830e-10 1.00000e+00 28 2.33333e+00 -2.16960e-11 0.00000e+00
-1.73984e-04 0.00000e+00 9.35073e+02 3.65020e+00 3.65020e+00 3.93750e+02 0.00000e+00 1.00000e+00 1.99101e-11 2.75425e-11 1.00000e+00 29 2.44444e+00 -4.84141e-12 0.00000e+00
-6.30607e-06 0.00000e+00 9.83378e+02 9.28871e-01 9.28871e-01 4.19950e+02 0.00000e+00 1.00000e+00 5.10814e-12 6.96719e-12 1.00000e+00 30 2.55556e+00 -8.75036e-13 0.00000e+00
-6.68423e-06 0.00000e+00 2.91103e+01 1.21381e-01 1.21381e-01 1.22463e+01 0.00000e+00 1.00000e+00 6.60730e-13 9.17222e-13 1.00000e+00 31 2.66667e+00 -1.79957e-13 0.00000e+00
-1.84880e-07 0.00000e+00 3.10316e+01 3.10108e-02 3.10108e-02 1.32524e+01 0.00000e+00 1.00000e+00 1.70365e-13 2.32775e-13 1.00000e+00 32 2.77778e+00 -2.71195e-14 0.00000e+00
-1.98723e-07 0.00000e+00 7.11721e-01 3.04570e-03 3.04570e-03 2.99265e-01 0.00000e+00 1.00000e+00 1.66075e-14 2.29866e-14 1.00000e+00 33 2.88889e+00 -5.22029e-15 0.00000e+00
