 Piola_Stress:0   Piola_Stress:1   Piola_Stress:2   Piola_Stress:3   Piola_Stress:4   Piola_Stress:5   Piola_Stress:6   Piola_Stress:7   Piola_Stress:8   Equivalent_Plastic_Strain   Displacements:0   Displacements:1   Displacements:2   vtkOriginalPointIds   Points:0   Points:1   Points:2 
7.69213e+09 4.33493e+04 0.00000e+00 3.85899e+04 5.30525e+09 0.00000e+00 0.00000e+00 0.00000e+00 7.42493e+09 8.91523e-02 -1.49785e-01 0.00000e+00 0.00000e+00 0 -1.49785e-01 0.00000e+00 0.00000e+00
7.63177e+09 -5.53086e+06 0.00000e+00 -5.18594e+06 5.24426e+09 0.00000e+00 0.00000e+00 0.00000e+00 7.42602e+09 8.82809e-02 -1.37650e-01 0.00000e+00 0.00000e+00 1 -2.65390e-02 0.00000e+00 0.00000e+00
7.85448e+09 3.43139e+06 0.00000e+00 7.75270e+05 5.48426e+09 0.00000e+00 0.00000e+00 0.00000e+00 7.61864e+09 8.70514e-02 -1.25772e-01 0.00000e+00 0.00000e+00 20 9.64500e-02 0.00000e+00 0.00000e+00
7.80257e+09 -1.15341e+07 0.00000e+00 -1.16387e+07 5.44237e+09 0.00000e+00 0.00000e+00 0.00000e+00 7.67878e+09 8.40926e-02 -1.13765e-01 0.00000e+00 0.00000e+00 30 2.19568e-01 0.00000e+00 0.00000e+00
7.99144e+09 -4.06506e+06 0.00000e+00 -7.96688e+06 5.62746e+09 0.00000e+00 0.00000e+00 0.00000e+00 7.84396e+09 8.06372e-02 -1.02584e-01 0.00000e+00 0.00000e+00 40 3.41860e-01 0.00000e+00 0.00000e+00
8.02174e+09 -9.03794e+06 0.00000e+00 -1.38078e+07 5.65734e+09 0.00000e+00 0.00000e+00 0.00000e+00 7.92119e+09 7.53319e-02 -9.11655e-02 0.00000e+00 0.00000e+00 50 4.64390e-01 0.00000e+00 0.00000e+00
8.02001e+09 -3.48619e+06 0.00000e+00 -1.06524e+07 5.62795e+09 0.00000e+00 0.00000e+00 0.00000e+00 8.02906e+09 6.89658e-02 -8.10762e-02 0.00000e+00 0.00000e+00 60 5.85591e-01 0.00000e+00 0.00000e+00
8.57798e+09 1.97179e+07 0.00000e+00 6.86646e+06 6.16547e+09 0.00000e+00 0.00000e+00 0.00000e+00 8.41625e+09 6.34194e-02 -7.09746e-02 0.00000e+00 0.00000e+00 70 7.06803e-01 0.00000e+00 0.00000e+00
8.45064e+09 5.87414e+07 0.00000e+00 4.02643e+07 6.03702e+09 0.00000e+00 0.00000e+00 0.00000e+00 8.42110e+09 5.60047e-02 -6.15761e-02 0.00000e+00 0.00000e+00 80 8.27313e-01 0.00000e+00 0.00000e+00
8.79810e+09 6.53431e+07 0.00000e+00 4.69449e+07 6.35103e+09 0.00000e+00 0.00000e+00 0.00000e+00 8.61899e+09 5.12204e-02 -5.30737e-02 0.00000e+00 0.00000e+00 90 9.46926e-01 0.00000e+00 0.00000e+00
8.75873e+09 7.24614e+07 0.00000e+00 5.47655e+07 6.23619e+09 0.00000e+00 0.00000e+00 0.00000e+00 8.48279e+09 4.57348e-02 -4.43648e-02 0.00000e+00 0.00000e+00 100 1.06675e+00 0.00000e+00 0.00000e+00
8.65120e+09 1.00928e+08 0.00000e+00 8.02192e+07 6.53619e+09 0.00000e+00 0.00000e+00 0.00000e+00 8.43938e+09 4.01321e-02 -3.69727e-02 0.00000e+00 0.00000e+00 110 1.18525e+00 0.00000e+00 0.00000e+00
1.03951e+10 9.03588e+07 0.00000e+00 6.74007e+07 8.51475e+09 0.00000e+00 0.00000e+00 0.00000e+00 9.35662e+09 3.81367e-02 -2.97002e-02 0.00000e+00 0.00000e+00 120 1.30363e+00 0.00000e+00 0.00000e+00
1.11404e+10 4.56687e+07 0.00000e+00 3.14303e+07 8.92410e+09 0.00000e+00 0.00000e+00 0.00000e+00 9.26412e+09 3.28775e-02 -2.15815e-02 0.00000e+00 0.00000e+00 130 1.42286e+00 0.00000e+00 0.00000e+00
9.37973e+09 2.66056e+07 0.00000e+00 2.00395e+07 7.06782e+09 0.00000e+00 0.00000e+00 0.00000e+00 7.25410e+09 2.31644e-02 -1.47511e-02 0.00000e+00 0.00000e+00 140 1.54081e+00 0.00000e+00 0.00000e+00
7.16144e+09 1.84205e+07 0.00000e+00 1.57974e+07 4.79223e+09 0.00000e+00 0.00000e+00 0.00000e+00 4.91781e+09 1.31183e-02 -9.91945e-03 0.00000e+00 0.00000e+00 150 1.65675e+00 0.00000e+00 0.00000e+00
