 velocity:0   velocity:1   Piola:0   Piola:1   Piola:2   Piola:3   epeq   F:0   F:1   F:2   F:3   vtkOriginalPointIds   Points:0   Points:1   Points:2 
-4.00320e+02 0.00000e+00 8.47491e+09 -5.95143e-07 -7.38046e-07 6.18451e+09 1.67650e-02 1.04334e+00 -2.65273e-18 -2.25715e-17 1.00000e+00 0 -3.19777e-01 -3.09347e-35 0.00000e+00
-2.36804e+02 0.00000e+00 4.22523e+09 1.41658e+08 2.18185e+08 1.20623e+09 1.24155e-01 1.13594e+00 1.32252e-17 2.86259e-02 8.95771e-01 1 8.14850e-01 -1.30552e-18 0.00000e+00
0.00000e+00 0.00000e+00 1.30633e+10 5.33227e+06 3.84958e+07 1.13005e+10 5.49805e-02 1.09620e+00 -1.36803e-17 2.82934e-03 9.82397e-01 2 2.98892e+00 -2.29647e-19 0.00000e+00
-3.01487e+02 0.00000e+00 4.17391e+09 9.14980e+08 1.09724e+09 1.93035e+09 3.94592e-02 1.04334e+00 -2.56983e-18 6.02967e-02 9.76106e-01 9 -2.08894e-01 -2.78635e-19 0.00000e+00
-6.02654e+02 0.00000e+00 -1.25587e+08 1.57241e+09 1.42056e+09 -2.38712e+09 7.41332e-02 1.04334e+00 -1.32637e-18 1.20593e-01 9.52213e-01 10 -9.80112e-02 -5.57270e-19 0.00000e+00
-4.62119e+02 0.00000e+00 8.83775e+09 -1.30077e+08 7.09263e+08 7.46651e+09 1.40151e-01 1.15925e+00 1.44900e-18 1.06389e-01 9.07371e-01 11 3.24139e-02 -1.13217e-18 0.00000e+00
-3.21584e+02 0.00000e+00 1.54737e+09 5.94236e+08 5.65184e+08 -2.18452e+09 1.64217e-01 1.15925e+00 -4.97845e-18 9.21849e-02 8.62529e-01 12 1.62839e-01 -1.70707e-18 0.00000e+00
-3.73025e+02 0.00000e+00 5.05244e+09 1.27672e+08 3.95030e+08 2.60201e+09 1.80612e-01 1.19427e+00 3.29746e-17 7.16892e-02 8.58189e-01 13 2.95058e-01 -1.76554e-18 0.00000e+00
-4.24466e+02 0.00000e+00 4.36178e+09 1.33597e+08 2.82488e+08 1.59495e+09 1.81375e-01 1.19427e+00 3.19703e-17 5.11935e-02 8.53848e-01 14 4.27276e-01 -1.82401e-18 0.00000e+00
-3.04049e+02 0.00000e+00 3.66085e+09 1.76700e+08 2.65367e+08 5.49015e+08 1.59819e-01 1.16932e+00 2.35889e-17 4.28960e-02 8.67363e-01 15 5.58102e-01 -1.66049e-18 0.00000e+00
-1.83633e+02 0.00000e+00 5.88983e+09 6.28394e+07 2.21610e+08 3.51842e+09 1.50654e-01 1.16932e+00 1.50047e-18 3.45985e-02 8.80878e-01 16 6.88927e-01 -1.49697e-18 0.00000e+00
-2.89976e+02 0.00000e+00 4.30661e+09 1.35373e+08 1.97602e+08 1.26504e+09 1.05227e-01 1.11759e+00 1.06733e-18 2.26533e-02 9.10663e-01 17 9.40772e-01 -1.11406e-18 0.00000e+00
-2.57437e+02 0.00000e+00 5.89176e+09 9.71418e+07 1.92053e+08 3.20733e+09 9.94285e-02 1.11759e+00 3.20459e-17 2.12568e-02 9.20277e-01 18 1.06514e+00 -9.94414e-19 0.00000e+00
-2.24898e+02 0.00000e+00 4.64618e+09 1.48050e+08 2.09702e+08 1.64441e+09 8.25544e-02 1.09653e+00 9.47262e-19 1.98602e-02 9.29891e-01 19 1.18950e+00 -8.74766e-19 0.00000e+00
-2.18366e+02 0.00000e+00 6.05551e+09 1.12514e+08 1.93603e+08 3.30887e+09 7.75307e-02 1.09653e+00 1.12019e-17 1.76213e-02 9.38423e-01 20 1.31140e+00 -7.65460e-19 0.00000e+00
-2.11835e+02 0.00000e+00 3.65390e+09 1.82374e+08 2.14012e+08 4.93639e+08 5.79522e-02 1.06959e+00 9.67412e-19 1.53825e-02 9.46955e-01 21 1.43330e+00 -6.56155e-19 0.00000e+00
-1.79922e+02 0.00000e+00 5.10631e+09 1.62543e+08 2.15003e+08 2.16330e+09 5.30396e-02 1.06959e+00 -1.49347e-18 1.46150e-02 9.55669e-01 22 1.55239e+00 -5.44637e-19 0.00000e+00
-1.48009e+02 0.00000e+00 1.93909e+09 2.91519e+08 2.96319e+08 -1.24460e+09 3.17020e-02 1.03938e+00 9.02997e-19 1.38475e-02 9.64382e-01 23 1.67148e+00 -4.33119e-19 0.00000e+00
-1.26304e+02 0.00000e+00 3.29973e+09 3.64839e+08 3.95644e+08 3.25427e+08 2.76774e-02 1.03938e+00 -6.72538e-18 1.70960e-02 9.72516e-01 24 1.78714e+00 -3.35859e-19 0.00000e+00
-1.04599e+02 0.00000e+00 2.43762e+09 6.02722e+08 6.24336e+08 -3.05625e+08 1.72035e-02 1.02613e+00 -1.19171e-19 2.03446e-02 9.80649e-01 25 1.90279e+00 -2.38599e-19 0.00000e+00
-1.08031e+02 0.00000e+00 2.17178e+09 7.82037e+08 8.06454e+08 -4.41365e+08 1.97135e-02 1.02613e+00 -1.19171e-19 2.83009e-02 9.79576e-01 26 2.01677e+00 -2.53278e-19 0.00000e+00
-1.11464e+02 0.00000e+00 7.50328e+09 4.17079e+08 6.41025e+08 5.09423e+09 4.00163e-02 1.06105e+00 -2.11932e-18 3.62572e-02 9.78503e-01 27 2.13075e+00 -2.67957e-19 0.00000e+00
-1.43666e+02 0.00000e+00 4.38721e+09 4.64325e+08 5.71500e+08 1.51679e+09 4.92593e-02 1.06105e+00 -1.11314e-17 3.66773e-02 9.59413e-01 28 2.24840e+00 -5.15031e-19 0.00000e+00
-1.75868e+02 0.00000e+00 1.03444e+10 -3.07204e+06 3.37847e+08 8.65694e+09 9.48099e-02 1.12732e+00 4.04479e-19 3.70973e-02 9.40324e-01 29 2.36604e+00 -7.62106e-19 0.00000e+00
-1.65728e+02 0.00000e+00 1.09333e+10 -1.52192e+07 2.77997e+08 9.32609e+09 9.22303e-02 1.12732e+00 3.15088e-17 2.99780e-02 9.43968e-01 30 2.49139e+00 -7.19715e-19 0.00000e+00
-1.55587e+02 0.00000e+00 1.09870e+10 -3.03574e+06 2.21073e+08 9.31377e+09 8.74537e-02 1.12303e+00 9.53859e-19 2.28587e-02 9.47611e-01 31 2.61674e+00 -6.77325e-19 0.00000e+00
-1.25522e+02 0.00000e+00 1.23486e+10 -1.63589e+07 1.42857e+08 1.08686e+10 8.26569e-02 1.12303e+00 1.55414e-17 1.42587e-02 9.56202e-01 32 2.74174e+00 -5.68309e-19 0.00000e+00
-9.54569e+01 0.00000e+00 1.02892e+10 2.01981e+07 7.08908e+07 8.17395e+09 6.29693e-02 1.09620e+00 1.95433e-18 5.65869e-03 9.64794e-01 33 2.86673e+00 -4.59294e-19 0.00000e+00
