 N   min(velocity_y)   q1(velocity_y)   med(velocity_y)   q3(velocity_y)   max(velocity_y)   avg(velocity_y)   std(velocity_y)   min(velocity_x)   q1(velocity_x)   med(velocity_x)   q3(velocity_x)   max(velocity_x)   avg(velocity_x)   std(velocity_x)   min(Piola_22)   q1(Piola_22)   med(Piola_22)   q3(Piola_22)   max(Piola_22)   avg(Piola_22)   std(Piola_22)   min(F_22)   q1(F_22)   med(F_22)   q3(F_22)   max(F_22)   avg(F_22)   std(F_22)   min(F_21)   q1(F_21)   med(F_21)   q3(F_21)   max(F_21)   avg(F_21)   std(F_21)   min(Piola_21)   q1(Piola_21)   med(Piola_21)   q3(Piola_21)   max(Piola_21)   avg(Piola_21)   std(Piola_21)   min(pl_F_22)   q1(pl_F_22)   med(pl_F_22)   q3(pl_F_22)   max(pl_F_22)   avg(pl_F_22)   std(pl_F_22)   min(pl_F_21)   q1(pl_F_21)   med(pl_F_21)   q3(pl_F_21)   max(pl_F_21)   avg(pl_F_21)   std(pl_F_21)   min(F_12)   q1(F_12)   med(F_12)   q3(F_12)   max(F_12)   avg(F_12)   std(F_12)   min(Piola_12)   q1(Piola_12)   med(Piola_12)   q3(Piola_12)   max(Piola_12)   avg(Piola_12)   std(Piola_12)   min(Piola_11)   q1(Piola_11)   med(Piola_11)   q3(Piola_11)   max(Piola_11)   avg(Piola_11)   std(Piola_11)   min(F_11)   q1(F_11)   med(F_11)   q3(F_11)   max(F_11)   avg(F_11)   std(F_11)   min(pl_F_12)   q1(pl_F_12)   med(pl_F_12)   q3(pl_F_12)   max(pl_F_12)   avg(pl_F_12)   std(pl_F_12)   min(pl_F_11)   q1(pl_F_11)   med(pl_F_11)   q3(pl_F_11)   max(pl_F_11)   avg(pl_F_11)   std(pl_F_11)   min(epeq)   q1(epeq)   med(epeq)   q3(epeq)   max(epeq)   avg(epeq)   std(epeq)   min(vtkOriginalPointIds)   q1(vtkOriginalPointIds)   med(vtkOriginalPointIds)   q3(vtkOriginalPointIds)   max(vtkOriginalPointIds)   avg(vtkOriginalPointIds)   std(vtkOriginalPointIds)   min(X)   q1(X)   med(X)   q3(X)   max(X)   avg(X)   std(X)   min(Y)   q1(Y)   med(Y)   q3(Y)   max(Y)   avg(Y)   std(Y)   min(Z)   q1(Z)   med(Z)   q3(Z)   max(Z)   avg(Z)   std(Z)   vtkValidPointMask   Time 
1.00000e+00 3.83631e+02 3.83631e+02 3.83631e+02 3.83631e+02 3.83631e+02 3.83631e+02 0.00000e+00 -6.08877e+00 -6.08877e+00 -6.08877e+00 -6.08877e+00 -6.08877e+00 -6.08877e+00 0.00000e+00 -4.69131e+08 -4.69131e+08 -4.69131e+08 -4.69131e+08 -4.69131e+08 -4.69131e+08 0.00000e+00 1.18722e+00 1.18722e+00 1.18722e+00 1.18722e+00 1.18722e+00 1.18722e+00 0.00000e+00 -4.19151e-02 -4.19151e-02 -4.19151e-02 -4.19151e-02 -4.19151e-02 -4.19151e-02 0.00000e+00 3.99795e+06 3.99795e+06 3.99795e+06 3.99795e+06 3.99795e+06 3.99795e+06 0.00000e+00 1.18703e+00 1.18703e+00 1.18703e+00 1.18703e+00 1.18703e+00 1.18703e+00 0.00000e+00 -2.39874e-02 -2.39874e-02 -2.39874e-02 -2.39874e-02 -2.39874e-02 -2.39874e-02 0.00000e+00 2.87598e-03 2.87598e-03 2.87598e-03 2.87598e-03 2.87598e-03 2.87598e-03 0.00000e+00 -4.22317e+07 -4.22317e+07 -4.22317e+07 -4.22317e+07 -4.22317e+07 -4.22317e+07 0.00000e+00 -1.24395e+09 -1.24395e+09 -1.24395e+09 -1.24395e+09 -1.24395e+09 -1.24395e+09 0.00000e+00 8.38157e-01 8.38157e-01 8.38157e-01 8.38157e-01 8.38157e-01 8.38157e-01 0.00000e+00 -2.24476e-02 -2.24476e-02 -2.24476e-02 -2.24476e-02 -2.24476e-02 -2.24476e-02 0.00000e+00 8.41522e-01 8.41522e-01 8.41522e-01 8.41522e-01 8.41522e-01 8.41522e-01 0.00000e+00 2.05899e-01 2.05899e-01 2.05899e-01 2.05899e-01 2.05899e-01 2.05899e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -7.20938e-03 -7.20938e-03 -7.20938e-03 -7.20938e-03 -7.20938e-03 -7.20938e-03 0.00000e+00 3.14586e+00 3.14586e+00 3.14586e+00 3.14586e+00 3.14586e+00 3.14586e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 4.83588e-04
1.00000e+00 3.85682e+02 3.85682e+02 3.85682e+02 3.85682e+02 3.85682e+02 3.85682e+02 0.00000e+00 -5.90204e+00 -5.90204e+00 -5.90204e+00 -5.90204e+00 -5.90204e+00 -5.90204e+00 0.00000e+00 -4.54406e+08 -4.54406e+08 -4.54406e+08 -4.54406e+08 -4.54406e+08 -4.54406e+08 0.00000e+00 1.18966e+00 1.18966e+00 1.18966e+00 1.18966e+00 1.18966e+00 1.18966e+00 0.00000e+00 -4.21612e-02 -4.21612e-02 -4.21612e-02 -4.21612e-02 -4.21612e-02 -4.21612e-02 0.00000e+00 4.75086e+06 4.75086e+06 4.75086e+06 4.75086e+06 4.75086e+06 4.75086e+06 0.00000e+00 1.18943e+00 1.18943e+00 1.18943e+00 1.18943e+00 1.18943e+00 1.18943e+00 0.00000e+00 -2.40908e-02 -2.40908e-02 -2.40908e-02 -2.40908e-02 -2.40908e-02 -2.40908e-02 0.00000e+00 3.15255e-03 3.15255e-03 3.15255e-03 3.15255e-03 3.15255e-03 3.15255e-03 0.00000e+00 -4.13535e+07 -4.13535e+07 -4.13535e+07 -4.13535e+07 -4.13535e+07 -4.13535e+07 0.00000e+00 -1.22715e+09 -1.22715e+09 -1.22715e+09 -1.22715e+09 -1.22715e+09 -1.22715e+09 0.00000e+00 8.36512e-01 8.36512e-01 8.36512e-01 8.36512e-01 8.36512e-01 8.36512e-01 0.00000e+00 -2.24806e-02 -2.24806e-02 -2.24806e-02 -2.24806e-02 -2.24806e-02 -2.24806e-02 0.00000e+00 8.39855e-01 8.39855e-01 8.39855e-01 8.39855e-01 8.39855e-01 8.39855e-01 0.00000e+00 2.08210e-01 2.08210e-01 2.08210e-01 2.08210e-01 2.08210e-01 2.08210e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -7.29353e-03 -7.29353e-03 -7.29353e-03 -7.29353e-03 -7.29353e-03 -7.29353e-03 0.00000e+00 3.15136e+00 3.15136e+00 3.15136e+00 3.15136e+00 3.15136e+00 3.15136e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 4.97846e-04
1.00000e+00 3.87598e+02 3.87598e+02 3.87598e+02 3.87598e+02 3.87598e+02 3.87598e+02 0.00000e+00 -5.72625e+00 -5.72625e+00 -5.72625e+00 -5.72625e+00 -5.72625e+00 -5.72625e+00 0.00000e+00 -4.39726e+08 -4.39726e+08 -4.39726e+08 -4.39726e+08 -4.39726e+08 -4.39726e+08 0.00000e+00 1.19203e+00 1.19203e+00 1.19203e+00 1.19203e+00 1.19203e+00 1.19203e+00 0.00000e+00 -4.23953e-02 -4.23953e-02 -4.23953e-02 -4.23953e-02 -4.23953e-02 -4.23953e-02 0.00000e+00 5.46892e+06 5.46892e+06 5.46892e+06 5.46892e+06 5.46892e+06 5.46892e+06 0.00000e+00 1.19176e+00 1.19176e+00 1.19176e+00 1.19176e+00 1.19176e+00 1.19176e+00 0.00000e+00 -2.41884e-02 -2.41884e-02 -2.41884e-02 -2.41884e-02 -2.41884e-02 -2.41884e-02 0.00000e+00 3.42359e-03 3.42359e-03 3.42359e-03 3.42359e-03 3.42359e-03 3.42359e-03 0.00000e+00 -4.04720e+07 -4.04720e+07 -4.04720e+07 -4.04720e+07 -4.04720e+07 -4.04720e+07 0.00000e+00 -1.21015e+09 -1.21015e+09 -1.21015e+09 -1.21015e+09 -1.21015e+09 -1.21015e+09 0.00000e+00 8.34918e-01 8.34918e-01 8.34918e-01 8.34918e-01 8.34918e-01 8.34918e-01 0.00000e+00 -2.25087e-02 -2.25087e-02 -2.25087e-02 -2.25087e-02 -2.25087e-02 -2.25087e-02 0.00000e+00 8.38240e-01 8.38240e-01 8.38240e-01 8.38240e-01 8.38240e-01 8.38240e-01 0.00000e+00 2.10454e-01 2.10454e-01 2.10454e-01 2.10454e-01 2.10454e-01 2.10454e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -7.37500e-03 -7.37500e-03 -7.37500e-03 -7.37500e-03 -7.37500e-03 -7.37500e-03 0.00000e+00 3.15687e+00 3.15687e+00 3.15687e+00 3.15687e+00 3.15687e+00 3.15687e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 5.12075e-04
1.00000e+00 3.89367e+02 3.89367e+02 3.89367e+02 3.89367e+02 3.89367e+02 3.89367e+02 0.00000e+00 -5.56100e+00 -5.56100e+00 -5.56100e+00 -5.56100e+00 -5.56100e+00 -5.56100e+00 0.00000e+00 -4.25245e+08 -4.25245e+08 -4.25245e+08 -4.25245e+08 -4.25245e+08 -4.25245e+08 0.00000e+00 1.19434e+00 1.19434e+00 1.19434e+00 1.19434e+00 1.19434e+00 1.19434e+00 0.00000e+00 -4.26181e-02 -4.26181e-02 -4.26181e-02 -4.26181e-02 -4.26181e-02 -4.26181e-02 0.00000e+00 6.14859e+06 6.14859e+06 6.14859e+06 6.14859e+06 6.14859e+06 6.14859e+06 0.00000e+00 1.19403e+00 1.19403e+00 1.19403e+00 1.19403e+00 1.19403e+00 1.19403e+00 0.00000e+00 -2.42809e-02 -2.42809e-02 -2.42809e-02 -2.42809e-02 -2.42809e-02 -2.42809e-02 0.00000e+00 3.68920e-03 3.68920e-03 3.68920e-03 3.68920e-03 3.68920e-03 3.68920e-03 0.00000e+00 -3.95994e+07 -3.95994e+07 -3.95994e+07 -3.95994e+07 -3.95994e+07 -3.95994e+07 0.00000e+00 -1.19317e+09 -1.19317e+09 -1.19317e+09 -1.19317e+09 -1.19317e+09 -1.19317e+09 0.00000e+00 8.33373e-01 8.33373e-01 8.33373e-01 8.33373e-01 8.33373e-01 8.33373e-01 0.00000e+00 -2.25325e-02 -2.25325e-02 -2.25325e-02 -2.25325e-02 -2.25325e-02 -2.25325e-02 0.00000e+00 8.36674e-01 8.36674e-01 8.36674e-01 8.36674e-01 8.36674e-01 8.36674e-01 0.00000e+00 2.12636e-01 2.12636e-01 2.12636e-01 2.12636e-01 2.12636e-01 2.12636e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -7.45398e-03 -7.45398e-03 -7.45398e-03 -7.45398e-03 -7.45398e-03 -7.45398e-03 0.00000e+00 3.16240e+00 3.16240e+00 3.16240e+00 3.16240e+00 3.16240e+00 3.16240e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 5.26276e-04
1.00000e+00 3.90992e+02 3.90992e+02 3.90992e+02 3.90992e+02 3.90992e+02 3.90992e+02 0.00000e+00 -5.40545e+00 -5.40545e+00 -5.40545e+00 -5.40545e+00 -5.40545e+00 -5.40545e+00 0.00000e+00 -4.11279e+08 -4.11279e+08 -4.11279e+08 -4.11279e+08 -4.11279e+08 -4.11279e+08 0.00000e+00 1.19659e+00 1.19659e+00 1.19659e+00 1.19659e+00 1.19659e+00 1.19659e+00 0.00000e+00 -4.28306e-02 -4.28306e-02 -4.28306e-02 -4.28306e-02 -4.28306e-02 -4.28306e-02 0.00000e+00 6.78964e+06 6.78964e+06 6.78964e+06 6.78964e+06 6.78964e+06 6.78964e+06 0.00000e+00 1.19625e+00 1.19625e+00 1.19625e+00 1.19625e+00 1.19625e+00 1.19625e+00 0.00000e+00 -2.43684e-02 -2.43684e-02 -2.43684e-02 -2.43684e-02 -2.43684e-02 -2.43684e-02 0.00000e+00 3.94947e-03 3.94947e-03 3.94947e-03 3.94947e-03 3.94947e-03 3.94947e-03 0.00000e+00 -3.87552e+07 -3.87552e+07 -3.87552e+07 -3.87552e+07 -3.87552e+07 -3.87552e+07 0.00000e+00 -1.17668e+09 -1.17668e+09 -1.17668e+09 -1.17668e+09 -1.17668e+09 -1.17668e+09 0.00000e+00 8.31873e-01 8.31873e-01 8.31873e-01 8.31873e-01 8.31873e-01 8.31873e-01 0.00000e+00 -2.25523e-02 -2.25523e-02 -2.25523e-02 -2.25523e-02 -2.25523e-02 -2.25523e-02 0.00000e+00 8.35154e-01 8.35154e-01 8.35154e-01 8.35154e-01 8.35154e-01 8.35154e-01 0.00000e+00 2.14756e-01 2.14756e-01 2.14756e-01 2.14756e-01 2.14756e-01 2.14756e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -7.53060e-03 -7.53060e-03 -7.53060e-03 -7.53060e-03 -7.53060e-03 -7.53060e-03 0.00000e+00 3.16794e+00 3.16794e+00 3.16794e+00 3.16794e+00 3.16794e+00 3.16794e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 5.40451e-04
1.00000e+00 3.92491e+02 3.92491e+02 3.92491e+02 3.92491e+02 3.92491e+02 3.92491e+02 0.00000e+00 -5.25816e+00 -5.25816e+00 -5.25816e+00 -5.25816e+00 -5.25816e+00 -5.25816e+00 0.00000e+00 -3.98219e+08 -3.98219e+08 -3.98219e+08 -3.98219e+08 -3.98219e+08 -3.98219e+08 0.00000e+00 1.19878e+00 1.19878e+00 1.19878e+00 1.19878e+00 1.19878e+00 1.19878e+00 0.00000e+00 -4.30333e-02 -4.30333e-02 -4.30333e-02 -4.30333e-02 -4.30333e-02 -4.30333e-02 0.00000e+00 7.39610e+06 7.39610e+06 7.39610e+06 7.39610e+06 7.39610e+06 7.39610e+06 0.00000e+00 1.19840e+00 1.19840e+00 1.19840e+00 1.19840e+00 1.19840e+00 1.19840e+00 0.00000e+00 -2.44515e-02 -2.44515e-02 -2.44515e-02 -2.44515e-02 -2.44515e-02 -2.44515e-02 0.00000e+00 4.20455e-03 4.20455e-03 4.20455e-03 4.20455e-03 4.20455e-03 4.20455e-03 0.00000e+00 -3.79601e+07 -3.79601e+07 -3.79601e+07 -3.79601e+07 -3.79601e+07 -3.79601e+07 0.00000e+00 -1.16127e+09 -1.16127e+09 -1.16127e+09 -1.16127e+09 -1.16127e+09 -1.16127e+09 0.00000e+00 8.30417e-01 8.30417e-01 8.30417e-01 8.30417e-01 8.30417e-01 8.30417e-01 0.00000e+00 -2.25686e-02 -2.25686e-02 -2.25686e-02 -2.25686e-02 -2.25686e-02 -2.25686e-02 0.00000e+00 8.33679e-01 8.33679e-01 8.33679e-01 8.33679e-01 8.33679e-01 8.33679e-01 0.00000e+00 2.16816e-01 2.16816e-01 2.16816e-01 2.16816e-01 2.16816e-01 2.16816e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -7.60499e-03 -7.60499e-03 -7.60499e-03 -7.60499e-03 -7.60499e-03 -7.60499e-03 0.00000e+00 3.17350e+00 3.17350e+00 3.17350e+00 3.17350e+00 3.17350e+00 3.17350e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 5.54599e-04
1.00000e+00 3.93894e+02 3.93894e+02 3.93894e+02 3.93894e+02 3.93894e+02 3.93894e+02 0.00000e+00 -5.11740e+00 -5.11740e+00 -5.11740e+00 -5.11740e+00 -5.11740e+00 -5.11740e+00 0.00000e+00 -3.86412e+08 -3.86412e+08 -3.86412e+08 -3.86412e+08 -3.86412e+08 -3.86412e+08 0.00000e+00 1.20091e+00 1.20091e+00 1.20091e+00 1.20091e+00 1.20091e+00 1.20091e+00 0.00000e+00 -4.32269e-02 -4.32269e-02 -4.32269e-02 -4.32269e-02 -4.32269e-02 -4.32269e-02 0.00000e+00 7.97633e+06 7.97633e+06 7.97633e+06 7.97633e+06 7.97633e+06 7.97633e+06 0.00000e+00 1.20050e+00 1.20050e+00 1.20050e+00 1.20050e+00 1.20050e+00 1.20050e+00 0.00000e+00 -2.45303e-02 -2.45303e-02 -2.45303e-02 -2.45303e-02 -2.45303e-02 -2.45303e-02 0.00000e+00 4.45459e-03 4.45459e-03 4.45459e-03 4.45459e-03 4.45459e-03 4.45459e-03 0.00000e+00 -3.72302e+07 -3.72302e+07 -3.72302e+07 -3.72302e+07 -3.72302e+07 -3.72302e+07 0.00000e+00 -1.14746e+09 -1.14746e+09 -1.14746e+09 -1.14746e+09 -1.14746e+09 -1.14746e+09 0.00000e+00 8.29001e-01 8.29001e-01 8.29001e-01 8.29001e-01 8.29001e-01 8.29001e-01 0.00000e+00 -2.25816e-02 -2.25816e-02 -2.25816e-02 -2.25816e-02 -2.25816e-02 -2.25816e-02 0.00000e+00 8.32247e-01 8.32247e-01 8.32247e-01 8.32247e-01 8.32247e-01 8.32247e-01 0.00000e+00 2.18819e-01 2.18819e-01 2.18819e-01 2.18819e-01 2.18819e-01 2.18819e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -7.67727e-03 -7.67727e-03 -7.67727e-03 -7.67727e-03 -7.67727e-03 -7.67727e-03 0.00000e+00 3.17906e+00 3.17906e+00 3.17906e+00 3.17906e+00 3.17906e+00 3.17906e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 5.68723e-04
1.00000e+00 3.95242e+02 3.95242e+02 3.95242e+02 3.95242e+02 3.95242e+02 3.95242e+02 0.00000e+00 -4.98131e+00 -4.98131e+00 -4.98131e+00 -4.98131e+00 -4.98131e+00 -4.98131e+00 0.00000e+00 -3.76064e+08 -3.76064e+08 -3.76064e+08 -3.76064e+08 -3.76064e+08 -3.76064e+08 0.00000e+00 1.20298e+00 1.20298e+00 1.20298e+00 1.20298e+00 1.20298e+00 1.20298e+00 0.00000e+00 -4.34118e-02 -4.34118e-02 -4.34118e-02 -4.34118e-02 -4.34118e-02 -4.34118e-02 0.00000e+00 8.54172e+06 8.54172e+06 8.54172e+06 8.54172e+06 8.54172e+06 8.54172e+06 0.00000e+00 1.20254e+00 1.20254e+00 1.20254e+00 1.20254e+00 1.20254e+00 1.20254e+00 0.00000e+00 -2.46050e-02 -2.46050e-02 -2.46050e-02 -2.46050e-02 -2.46050e-02 -2.46050e-02 0.00000e+00 4.69977e-03 4.69977e-03 4.69977e-03 4.69977e-03 4.69977e-03 4.69977e-03 0.00000e+00 -3.65722e+07 -3.65722e+07 -3.65722e+07 -3.65722e+07 -3.65722e+07 -3.65722e+07 0.00000e+00 -1.13558e+09 -1.13558e+09 -1.13558e+09 -1.13558e+09 -1.13558e+09 -1.13558e+09 0.00000e+00 8.27625e-01 8.27625e-01 8.27625e-01 8.27625e-01 8.27625e-01 8.27625e-01 0.00000e+00 -2.25915e-02 -2.25915e-02 -2.25915e-02 -2.25915e-02 -2.25915e-02 -2.25915e-02 0.00000e+00 8.30858e-01 8.30858e-01 8.30858e-01 8.30858e-01 8.30858e-01 8.30858e-01 0.00000e+00 2.20765e-01 2.20765e-01 2.20765e-01 2.20765e-01 2.20765e-01 2.20765e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -7.74750e-03 -7.74750e-03 -7.74750e-03 -7.74750e-03 -7.74750e-03 -7.74750e-03 0.00000e+00 3.18463e+00 3.18463e+00 3.18463e+00 3.18463e+00 3.18463e+00 3.18463e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 5.82822e-04
1.00000e+00 3.96575e+02 3.96575e+02 3.96575e+02 3.96575e+02 3.96575e+02 3.96575e+02 0.00000e+00 -4.84834e+00 -4.84834e+00 -4.84834e+00 -4.84834e+00 -4.84834e+00 -4.84834e+00 0.00000e+00 -3.67197e+08 -3.67197e+08 -3.67197e+08 -3.67197e+08 -3.67197e+08 -3.67197e+08 0.00000e+00 1.20499e+00 1.20499e+00 1.20499e+00 1.20499e+00 1.20499e+00 1.20499e+00 0.00000e+00 -4.35884e-02 -4.35884e-02 -4.35884e-02 -4.35884e-02 -4.35884e-02 -4.35884e-02 0.00000e+00 9.10462e+06 9.10462e+06 9.10462e+06 9.10462e+06 9.10462e+06 9.10462e+06 0.00000e+00 1.20452e+00 1.20452e+00 1.20452e+00 1.20452e+00 1.20452e+00 1.20452e+00 0.00000e+00 -2.46759e-02 -2.46759e-02 -2.46759e-02 -2.46759e-02 -2.46759e-02 -2.46759e-02 0.00000e+00 4.94026e-03 4.94026e-03 4.94026e-03 4.94026e-03 4.94026e-03 4.94026e-03 0.00000e+00 -3.59817e+07 -3.59817e+07 -3.59817e+07 -3.59817e+07 -3.59817e+07 -3.59817e+07 0.00000e+00 -1.12568e+09 -1.12568e+09 -1.12568e+09 -1.12568e+09 -1.12568e+09 -1.12568e+09 0.00000e+00 8.26286e-01 8.26286e-01 8.26286e-01 8.26286e-01 8.26286e-01 8.26286e-01 0.00000e+00 -2.25986e-02 -2.25986e-02 -2.25986e-02 -2.25986e-02 -2.25986e-02 -2.25986e-02 0.00000e+00 8.29508e-01 8.29508e-01 8.29508e-01 8.29508e-01 8.29508e-01 8.29508e-01 0.00000e+00 2.22656e-01 2.22656e-01 2.22656e-01 2.22656e-01 2.22656e-01 2.22656e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -7.81574e-03 -7.81574e-03 -7.81574e-03 -7.81574e-03 -7.81574e-03 -7.81574e-03 0.00000e+00 3.19021e+00 3.19021e+00 3.19021e+00 3.19021e+00 3.19021e+00 3.19021e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 5.96897e-04
1.00000e+00 3.97932e+02 3.97932e+02 3.97932e+02 3.97932e+02 3.97932e+02 3.97932e+02 0.00000e+00 -4.71741e+00 -4.71741e+00 -4.71741e+00 -4.71741e+00 -4.71741e+00 -4.71741e+00 0.00000e+00 -3.59646e+08 -3.59646e+08 -3.59646e+08 -3.59646e+08 -3.59646e+08 -3.59646e+08 0.00000e+00 1.20694e+00 1.20694e+00 1.20694e+00 1.20694e+00 1.20694e+00 1.20694e+00 0.00000e+00 -4.37569e-02 -4.37569e-02 -4.37569e-02 -4.37569e-02 -4.37569e-02 -4.37569e-02 0.00000e+00 9.67593e+06 9.67593e+06 9.67593e+06 9.67593e+06 9.67593e+06 9.67593e+06 0.00000e+00 1.20645e+00 1.20645e+00 1.20645e+00 1.20645e+00 1.20645e+00 1.20645e+00 0.00000e+00 -2.47430e-02 -2.47430e-02 -2.47430e-02 -2.47430e-02 -2.47430e-02 -2.47430e-02 0.00000e+00 5.17626e-03 5.17626e-03 5.17626e-03 5.17626e-03 5.17626e-03 5.17626e-03 0.00000e+00 -3.54445e+07 -3.54445e+07 -3.54445e+07 -3.54445e+07 -3.54445e+07 -3.54445e+07 0.00000e+00 -1.11754e+09 -1.11754e+09 -1.11754e+09 -1.11754e+09 -1.11754e+09 -1.11754e+09 0.00000e+00 8.24984e-01 8.24984e-01 8.24984e-01 8.24984e-01 8.24984e-01 8.24984e-01 0.00000e+00 -2.26030e-02 -2.26030e-02 -2.26030e-02 -2.26030e-02 -2.26030e-02 -2.26030e-02 0.00000e+00 8.28198e-01 8.28198e-01 8.28198e-01 8.28198e-01 8.28198e-01 8.28198e-01 0.00000e+00 2.24494e-01 2.24494e-01 2.24494e-01 2.24494e-01 2.24494e-01 2.24494e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -7.88203e-03 -7.88203e-03 -7.88203e-03 -7.88203e-03 -7.88203e-03 -7.88203e-03 0.00000e+00 3.19581e+00 3.19581e+00 3.19581e+00 3.19581e+00 3.19581e+00 3.19581e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 6.10949e-04
1.00000e+00 3.99338e+02 3.99338e+02 3.99338e+02 3.99338e+02 3.99338e+02 3.99338e+02 0.00000e+00 -4.58797e+00 -4.58797e+00 -4.58797e+00 -4.58797e+00 -4.58797e+00 -4.58797e+00 0.00000e+00 -3.53115e+08 -3.53115e+08 -3.53115e+08 -3.53115e+08 -3.53115e+08 -3.53115e+08 0.00000e+00 1.20883e+00 1.20883e+00 1.20883e+00 1.20883e+00 1.20883e+00 1.20883e+00 0.00000e+00 -4.39175e-02 -4.39175e-02 -4.39175e-02 -4.39175e-02 -4.39175e-02 -4.39175e-02 0.00000e+00 1.02629e+07 1.02629e+07 1.02629e+07 1.02629e+07 1.02629e+07 1.02629e+07 0.00000e+00 1.20833e+00 1.20833e+00 1.20833e+00 1.20833e+00 1.20833e+00 1.20833e+00 0.00000e+00 -2.48064e-02 -2.48064e-02 -2.48064e-02 -2.48064e-02 -2.48064e-02 -2.48064e-02 0.00000e+00 5.40788e-03 5.40788e-03 5.40788e-03 5.40788e-03 5.40788e-03 5.40788e-03 0.00000e+00 -3.49409e+07 -3.49409e+07 -3.49409e+07 -3.49409e+07 -3.49409e+07 -3.49409e+07 0.00000e+00 -1.11076e+09 -1.11076e+09 -1.11076e+09 -1.11076e+09 -1.11076e+09 -1.11076e+09 0.00000e+00 8.23717e-01 8.23717e-01 8.23717e-01 8.23717e-01 8.23717e-01 8.23717e-01 0.00000e+00 -2.26046e-02 -2.26046e-02 -2.26046e-02 -2.26046e-02 -2.26046e-02 -2.26046e-02 0.00000e+00 8.26926e-01 8.26926e-01 8.26926e-01 8.26926e-01 8.26926e-01 8.26926e-01 0.00000e+00 2.26281e-01 2.26281e-01 2.26281e-01 2.26281e-01 2.26281e-01 2.26281e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -7.94640e-03 -7.94640e-03 -7.94640e-03 -7.94640e-03 -7.94640e-03 -7.94640e-03 0.00000e+00 3.20141e+00 3.20141e+00 3.20141e+00 3.20141e+00 3.20141e+00 3.20141e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 6.24979e-04
