 N   min(velocity_y)   q1(velocity_y)   med(velocity_y)   q3(velocity_y)   max(velocity_y)   avg(velocity_y)   std(velocity_y)   min(velocity_x)   q1(velocity_x)   med(velocity_x)   q3(velocity_x)   max(velocity_x)   avg(velocity_x)   std(velocity_x)   min(Piola_22)   q1(Piola_22)   med(Piola_22)   q3(Piola_22)   max(Piola_22)   avg(Piola_22)   std(Piola_22)   min(F_22)   q1(F_22)   med(F_22)   q3(F_22)   max(F_22)   avg(F_22)   std(F_22)   min(F_21)   q1(F_21)   med(F_21)   q3(F_21)   max(F_21)   avg(F_21)   std(F_21)   min(Piola_21)   q1(Piola_21)   med(Piola_21)   q3(Piola_21)   max(Piola_21)   avg(Piola_21)   std(Piola_21)   min(pl_F_22)   q1(pl_F_22)   med(pl_F_22)   q3(pl_F_22)   max(pl_F_22)   avg(pl_F_22)   std(pl_F_22)   min(pl_F_21)   q1(pl_F_21)   med(pl_F_21)   q3(pl_F_21)   max(pl_F_21)   avg(pl_F_21)   std(pl_F_21)   min(F_12)   q1(F_12)   med(F_12)   q3(F_12)   max(F_12)   avg(F_12)   std(F_12)   min(Piola_12)   q1(Piola_12)   med(Piola_12)   q3(Piola_12)   max(Piola_12)   avg(Piola_12)   std(Piola_12)   min(Piola_11)   q1(Piola_11)   med(Piola_11)   q3(Piola_11)   max(Piola_11)   avg(Piola_11)   std(Piola_11)   min(F_11)   q1(F_11)   med(F_11)   q3(F_11)   max(F_11)   avg(F_11)   std(F_11)   min(pl_F_12)   q1(pl_F_12)   med(pl_F_12)   q3(pl_F_12)   max(pl_F_12)   avg(pl_F_12)   std(pl_F_12)   min(pl_F_11)   q1(pl_F_11)   med(pl_F_11)   q3(pl_F_11)   max(pl_F_11)   avg(pl_F_11)   std(pl_F_11)   min(epeq)   q1(epeq)   med(epeq)   q3(epeq)   max(epeq)   avg(epeq)   std(epeq)   min(vtkOriginalPointIds)   q1(vtkOriginalPointIds)   med(vtkOriginalPointIds)   q3(vtkOriginalPointIds)   max(vtkOriginalPointIds)   avg(vtkOriginalPointIds)   std(vtkOriginalPointIds)   min(X)   q1(X)   med(X)   q3(X)   max(X)   avg(X)   std(X)   min(Y)   q1(Y)   med(Y)   q3(Y)   max(Y)   avg(Y)   std(Y)   min(Z)   q1(Z)   med(Z)   q3(Z)   max(Z)   avg(Z)   std(Z)   vtkValidPointMask   Time 
1.00000e+00 2.93564e+02 2.93564e+02 2.93564e+02 2.93564e+02 2.93564e+02 2.93564e+02 0.00000e+00 -1.74120e+01 -1.74120e+01 -1.74120e+01 -1.74120e+01 -1.74120e+01 -1.74120e+01 0.00000e+00 -9.06198e+08 -9.06198e+08 -9.06198e+08 -9.06198e+08 -9.06198e+08 -9.06198e+08 0.00000e+00 1.10525e+00 1.10525e+00 1.10525e+00 1.10525e+00 1.10525e+00 1.10525e+00 0.00000e+00 -2.93323e-02 -2.93323e-02 -2.93323e-02 -2.93323e-02 -2.93323e-02 -2.93323e-02 0.00000e+00 -2.30337e+07 -2.30337e+07 -2.30337e+07 -2.30337e+07 -2.30337e+07 -2.30337e+07 0.00000e+00 1.10610e+00 1.10610e+00 1.10610e+00 1.10610e+00 1.10610e+00 1.10610e+00 0.00000e+00 -1.82536e-02 -1.82536e-02 -1.82536e-02 -1.82536e-02 -1.82536e-02 -1.82536e-02 0.00000e+00 -5.02107e-03 -5.02107e-03 -5.02107e-03 -5.02107e-03 -5.02107e-03 -5.02107e-03 0.00000e+00 -5.82059e+07 -5.82059e+07 -5.82059e+07 -5.82059e+07 -5.82059e+07 -5.82059e+07 0.00000e+00 -1.64304e+09 -1.64304e+09 -1.64304e+09 -1.64304e+09 -1.64304e+09 -1.64304e+09 0.00000e+00 8.98170e-01 8.98170e-01 8.98170e-01 8.98170e-01 8.98170e-01 8.98170e-01 0.00000e+00 -1.84295e-02 -1.84295e-02 -1.84295e-02 -1.84295e-02 -1.84295e-02 -1.84295e-02 0.00000e+00 9.02044e-01 9.02044e-01 9.02044e-01 9.02044e-01 9.02044e-01 9.02044e-01 0.00000e+00 1.24787e-01 1.24787e-01 1.24787e-01 1.24787e-01 1.24787e-01 1.24787e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -4.11832e-03 -4.11832e-03 -4.11832e-03 -4.11832e-03 -4.11832e-03 -4.11832e-03 0.00000e+00 3.03242e+00 3.03242e+00 3.03242e+00 3.03242e+00 3.03242e+00 3.03242e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 1.59731e-04
1.00000e+00 2.96989e+02 2.96989e+02 2.96989e+02 2.96989e+02 2.96989e+02 2.96989e+02 0.00000e+00 -1.60011e+01 -1.60011e+01 -1.60011e+01 -1.60011e+01 -1.60011e+01 -1.60011e+01 0.00000e+00 -1.07441e+09 -1.07441e+09 -1.07441e+09 -1.07441e+09 -1.07441e+09 -1.07441e+09 0.00000e+00 1.10997e+00 1.10997e+00 1.10997e+00 1.10997e+00 1.10997e+00 1.10997e+00 0.00000e+00 -3.04890e-02 -3.04890e-02 -3.04890e-02 -3.04890e-02 -3.04890e-02 -3.04890e-02 0.00000e+00 -2.59234e+07 -2.59234e+07 -2.59234e+07 -2.59234e+07 -2.59234e+07 -2.59234e+07 0.00000e+00 1.11130e+00 1.11130e+00 1.11130e+00 1.11130e+00 1.11130e+00 1.11130e+00 0.00000e+00 -1.87826e-02 -1.87826e-02 -1.87826e-02 -1.87826e-02 -1.87826e-02 -1.87826e-02 0.00000e+00 -4.58034e-03 -4.58034e-03 -4.58034e-03 -4.58034e-03 -4.58034e-03 -4.58034e-03 0.00000e+00 -6.76956e+07 -6.76956e+07 -6.76956e+07 -6.76956e+07 -6.76956e+07 -6.76956e+07 0.00000e+00 -1.86629e+09 -1.86629e+09 -1.86629e+09 -1.86629e+09 -1.86629e+09 -1.86629e+09 0.00000e+00 8.93386e-01 8.93386e-01 8.93386e-01 8.93386e-01 8.93386e-01 8.93386e-01 0.00000e+00 -1.88836e-02 -1.88836e-02 -1.88836e-02 -1.88836e-02 -1.88836e-02 -1.88836e-02 0.00000e+00 8.97664e-01 8.97664e-01 8.97664e-01 8.97664e-01 8.97664e-01 8.97664e-01 0.00000e+00 1.30337e-01 1.30337e-01 1.30337e-01 1.30337e-01 1.30337e-01 1.30337e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -4.36371e-03 -4.36371e-03 -4.36371e-03 -4.36371e-03 -4.36371e-03 -4.36371e-03 0.00000e+00 3.03698e+00 3.03698e+00 3.03698e+00 3.03698e+00 3.03698e+00 3.03698e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 1.75067e-04
1.00000e+00 3.05259e+02 3.05259e+02 3.05259e+02 3.05259e+02 3.05259e+02 3.05259e+02 0.00000e+00 -1.45066e+01 -1.45066e+01 -1.45066e+01 -1.45066e+01 -1.45066e+01 -1.45066e+01 0.00000e+00 -1.13976e+09 -1.13976e+09 -1.13976e+09 -1.13976e+09 -1.13976e+09 -1.13976e+09 0.00000e+00 1.11480e+00 1.11480e+00 1.11480e+00 1.11480e+00 1.11480e+00 1.11480e+00 0.00000e+00 -3.15661e-02 -3.15661e-02 -3.15661e-02 -3.15661e-02 -3.15661e-02 -3.15661e-02 0.00000e+00 -2.59529e+07 -2.59529e+07 -2.59529e+07 -2.59529e+07 -2.59529e+07 -2.59529e+07 0.00000e+00 1.11630e+00 1.11630e+00 1.11630e+00 1.11630e+00 1.11630e+00 1.11630e+00 0.00000e+00 -1.92949e-02 -1.92949e-02 -1.92949e-02 -1.92949e-02 -1.92949e-02 -1.92949e-02 0.00000e+00 -4.17873e-03 -4.17873e-03 -4.17873e-03 -4.17873e-03 -4.17873e-03 -4.17873e-03 0.00000e+00 -7.20323e+07 -7.20323e+07 -7.20323e+07 -7.20323e+07 -7.20323e+07 -7.20323e+07 0.00000e+00 -1.96380e+09 -1.96380e+09 -1.96380e+09 -1.96380e+09 -1.96380e+09 -1.96380e+09 0.00000e+00 8.89087e-01 8.89087e-01 8.89087e-01 8.89087e-01 8.89087e-01 8.89087e-01 0.00000e+00 -1.93259e-02 -1.93259e-02 -1.93259e-02 -1.93259e-02 -1.93259e-02 -1.93259e-02 0.00000e+00 8.93514e-01 8.93514e-01 8.93514e-01 8.93514e-01 8.93514e-01 8.93514e-01 0.00000e+00 1.35635e-01 1.35635e-01 1.35635e-01 1.35635e-01 1.35635e-01 1.35635e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -4.58494e-03 -4.58494e-03 -4.58494e-03 -4.58494e-03 -4.58494e-03 -4.58494e-03 0.00000e+00 3.04163e+00 3.04163e+00 3.04163e+00 3.04163e+00 3.04163e+00 3.04163e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 1.90318e-04
1.00000e+00 3.13798e+02 3.13798e+02 3.13798e+02 3.13798e+02 3.13798e+02 3.13798e+02 0.00000e+00 -1.35100e+01 -1.35100e+01 -1.35100e+01 -1.35100e+01 -1.35100e+01 -1.35100e+01 0.00000e+00 -1.09688e+09 -1.09688e+09 -1.09688e+09 -1.09688e+09 -1.09688e+09 -1.09688e+09 0.00000e+00 1.12003e+00 1.12003e+00 1.12003e+00 1.12003e+00 1.12003e+00 1.12003e+00 0.00000e+00 -3.25773e-02 -3.25773e-02 -3.25773e-02 -3.25773e-02 -3.25773e-02 -3.25773e-02 0.00000e+00 -2.26889e+07 -2.26889e+07 -2.26889e+07 -2.26889e+07 -2.26889e+07 -2.26889e+07 0.00000e+00 1.12141e+00 1.12141e+00 1.12141e+00 1.12141e+00 1.12141e+00 1.12141e+00 0.00000e+00 -1.97730e-02 -1.97730e-02 -1.97730e-02 -1.97730e-02 -1.97730e-02 -1.97730e-02 0.00000e+00 -3.73715e-03 -3.73715e-03 -3.73715e-03 -3.73715e-03 -3.73715e-03 -3.73715e-03 0.00000e+00 -7.03038e+07 -7.03038e+07 -7.03038e+07 -7.03038e+07 -7.03038e+07 -7.03038e+07 0.00000e+00 -1.92646e+09 -1.92646e+09 -1.92646e+09 -1.92646e+09 -1.92646e+09 -1.92646e+09 0.00000e+00 8.85123e-01 8.85123e-01 8.85123e-01 8.85123e-01 8.85123e-01 8.85123e-01 0.00000e+00 -1.97254e-02 -1.97254e-02 -1.97254e-02 -1.97254e-02 -1.97254e-02 -1.97254e-02 0.00000e+00 8.89470e-01 8.89470e-01 8.89470e-01 8.89470e-01 8.89470e-01 8.89470e-01 0.00000e+00 1.40915e-01 1.40915e-01 1.40915e-01 1.40915e-01 1.40915e-01 1.40915e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -4.78986e-03 -4.78986e-03 -4.78986e-03 -4.78986e-03 -4.78986e-03 -4.78986e-03 0.00000e+00 3.04639e+00 3.04639e+00 3.04639e+00 3.04639e+00 3.04639e+00 3.04639e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 2.05485e-04
1.00000e+00 3.21517e+02 3.21517e+02 3.21517e+02 3.21517e+02 3.21517e+02 3.21517e+02 0.00000e+00 -1.25564e+01 -1.25564e+01 -1.25564e+01 -1.25564e+01 -1.25564e+01 -1.25564e+01 0.00000e+00 -1.02782e+09 -1.02782e+09 -1.02782e+09 -1.02782e+09 -1.02782e+09 -1.02782e+09 0.00000e+00 1.12516e+00 1.12516e+00 1.12516e+00 1.12516e+00 1.12516e+00 1.12516e+00 0.00000e+00 -3.35038e-02 -3.35038e-02 -3.35038e-02 -3.35038e-02 -3.35038e-02 -3.35038e-02 0.00000e+00 -2.01295e+07 -2.01295e+07 -2.01295e+07 -2.01295e+07 -2.01295e+07 -2.01295e+07 0.00000e+00 1.12637e+00 1.12637e+00 1.12637e+00 1.12637e+00 1.12637e+00 1.12637e+00 0.00000e+00 -2.02093e-02 -2.02093e-02 -2.02093e-02 -2.02093e-02 -2.02093e-02 -2.02093e-02 0.00000e+00 -3.31153e-03 -3.31153e-03 -3.31153e-03 -3.31153e-03 -3.31153e-03 -3.31153e-03 0.00000e+00 -6.79373e+07 -6.79373e+07 -6.79373e+07 -6.79373e+07 -6.79373e+07 -6.79373e+07 0.00000e+00 -1.85356e+09 -1.85356e+09 -1.85356e+09 -1.85356e+09 -1.85356e+09 -1.85356e+09 0.00000e+00 8.81438e-01 8.81438e-01 8.81438e-01 8.81438e-01 8.81438e-01 8.81438e-01 0.00000e+00 -2.00808e-02 -2.00808e-02 -2.00808e-02 -2.00808e-02 -2.00808e-02 -2.00808e-02 0.00000e+00 8.85661e-01 8.85661e-01 8.85661e-01 8.85661e-01 8.85661e-01 8.85661e-01 0.00000e+00 1.45964e-01 1.45964e-01 1.45964e-01 1.45964e-01 1.45964e-01 1.45964e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -4.97938e-03 -4.97938e-03 -4.97938e-03 -4.97938e-03 -4.97938e-03 -4.97938e-03 0.00000e+00 3.05125e+00 3.05125e+00 3.05125e+00 3.05125e+00 3.05125e+00 3.05125e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 2.20579e-04
1.00000e+00 3.28057e+02 3.28057e+02 3.28057e+02 3.28057e+02 3.28057e+02 3.28057e+02 0.00000e+00 -1.18714e+01 -1.18714e+01 -1.18714e+01 -1.18714e+01 -1.18714e+01 -1.18714e+01 0.00000e+00 -9.52056e+08 -9.52056e+08 -9.52056e+08 -9.52056e+08 -9.52056e+08 -9.52056e+08 0.00000e+00 1.13011e+00 1.13011e+00 1.13011e+00 1.13011e+00 1.13011e+00 1.13011e+00 0.00000e+00 -3.43471e-02 -3.43471e-02 -3.43471e-02 -3.43471e-02 -3.43471e-02 -3.43471e-02 0.00000e+00 -1.76237e+07 -1.76237e+07 -1.76237e+07 -1.76237e+07 -1.76237e+07 -1.76237e+07 0.00000e+00 1.13112e+00 1.13112e+00 1.13112e+00 1.13112e+00 1.13112e+00 1.13112e+00 0.00000e+00 -2.06039e-02 -2.06039e-02 -2.06039e-02 -2.06039e-02 -2.06039e-02 -2.06039e-02 0.00000e+00 -2.89187e-03 -2.89187e-03 -2.89187e-03 -2.89187e-03 -2.89187e-03 -2.89187e-03 0.00000e+00 -6.50471e+07 -6.50471e+07 -6.50471e+07 -6.50471e+07 -6.50471e+07 -6.50471e+07 0.00000e+00 -1.76988e+09 -1.76988e+09 -1.76988e+09 -1.76988e+09 -1.76988e+09 -1.76988e+09 0.00000e+00 8.77985e-01 8.77985e-01 8.77985e-01 8.77985e-01 8.77985e-01 8.77985e-01 0.00000e+00 -2.03927e-02 -2.03927e-02 -2.03927e-02 -2.03927e-02 -2.03927e-02 -2.03927e-02 0.00000e+00 8.82074e-01 8.82074e-01 8.82074e-01 8.82074e-01 8.82074e-01 8.82074e-01 0.00000e+00 1.50759e-01 1.50759e-01 1.50759e-01 1.50759e-01 1.50759e-01 1.50759e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -5.15775e-03 -5.15775e-03 -5.15775e-03 -5.15775e-03 -5.15775e-03 -5.15775e-03 0.00000e+00 3.05617e+00 3.05617e+00 3.05617e+00 3.05617e+00 3.05617e+00 3.05617e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 2.35604e-04
1.00000e+00 3.33622e+02 3.33622e+02 3.33622e+02 3.33622e+02 3.33622e+02 3.33622e+02 0.00000e+00 -1.12357e+01 -1.12357e+01 -1.12357e+01 -1.12357e+01 -1.12357e+01 -1.12357e+01 0.00000e+00 -8.85625e+08 -8.85625e+08 -8.85625e+08 -8.85625e+08 -8.85625e+08 -8.85625e+08 0.00000e+00 1.13478e+00 1.13478e+00 1.13478e+00 1.13478e+00 1.13478e+00 1.13478e+00 0.00000e+00 -3.51129e-02 -3.51129e-02 -3.51129e-02 -3.51129e-02 -3.51129e-02 -3.51129e-02 0.00000e+00 -1.54154e+07 -1.54154e+07 -1.54154e+07 -1.54154e+07 -1.54154e+07 -1.54154e+07 0.00000e+00 1.13563e+00 1.13563e+00 1.13563e+00 1.13563e+00 1.13563e+00 1.13563e+00 0.00000e+00 -2.09594e-02 -2.09594e-02 -2.09594e-02 -2.09594e-02 -2.09594e-02 -2.09594e-02 0.00000e+00 -2.48242e-03 -2.48242e-03 -2.48242e-03 -2.48242e-03 -2.48242e-03 -2.48242e-03 0.00000e+00 -6.24284e+07 -6.24284e+07 -6.24284e+07 -6.24284e+07 -6.24284e+07 -6.24284e+07 0.00000e+00 -1.69615e+09 -1.69615e+09 -1.69615e+09 -1.69615e+09 -1.69615e+09 -1.69615e+09 0.00000e+00 8.74728e-01 8.74728e-01 8.74728e-01 8.74728e-01 8.74728e-01 8.74728e-01 0.00000e+00 -2.06653e-02 -2.06653e-02 -2.06653e-02 -2.06653e-02 -2.06653e-02 -2.06653e-02 0.00000e+00 8.78704e-01 8.78704e-01 8.78704e-01 8.78704e-01 8.78704e-01 8.78704e-01 0.00000e+00 1.55284e-01 1.55284e-01 1.55284e-01 1.55284e-01 1.55284e-01 1.55284e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -5.32585e-03 -5.32585e-03 -5.32585e-03 -5.32585e-03 -5.32585e-03 -5.32585e-03 0.00000e+00 3.06117e+00 3.06117e+00 3.06117e+00 3.06117e+00 3.06117e+00 3.06117e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 2.50566e-04
1.00000e+00 3.38454e+02 3.38454e+02 3.38454e+02 3.38454e+02 3.38454e+02 3.38454e+02 0.00000e+00 -1.07240e+01 -1.07240e+01 -1.07240e+01 -1.07240e+01 -1.07240e+01 -1.07240e+01 0.00000e+00 -8.30053e+08 -8.30053e+08 -8.30053e+08 -8.30053e+08 -8.30053e+08 -8.30053e+08 0.00000e+00 1.13920e+00 1.13920e+00 1.13920e+00 1.13920e+00 1.13920e+00 1.13920e+00 0.00000e+00 -3.58096e-02 -3.58096e-02 -3.58096e-02 -3.58096e-02 -3.58096e-02 -3.58096e-02 0.00000e+00 -1.33726e+07 -1.33726e+07 -1.33726e+07 -1.33726e+07 -1.33726e+07 -1.33726e+07 0.00000e+00 1.13991e+00 1.13991e+00 1.13991e+00 1.13991e+00 1.13991e+00 1.13991e+00 0.00000e+00 -2.12805e-02 -2.12805e-02 -2.12805e-02 -2.12805e-02 -2.12805e-02 -2.12805e-02 0.00000e+00 -2.08221e-03 -2.08221e-03 -2.08221e-03 -2.08221e-03 -2.08221e-03 -2.08221e-03 0.00000e+00 -6.01031e+07 -6.01031e+07 -6.01031e+07 -6.01031e+07 -6.01031e+07 -6.01031e+07 0.00000e+00 -1.63480e+09 -1.63480e+09 -1.63480e+09 -1.63480e+09 -1.63480e+09 -1.63480e+09 0.00000e+00 8.71638e-01 8.71638e-01 8.71638e-01 8.71638e-01 8.71638e-01 8.71638e-01 0.00000e+00 -2.09035e-02 -2.09035e-02 -2.09035e-02 -2.09035e-02 -2.09035e-02 -2.09035e-02 0.00000e+00 8.75524e-01 8.75524e-01 8.75524e-01 8.75524e-01 8.75524e-01 8.75524e-01 0.00000e+00 1.59563e-01 1.59563e-01 1.59563e-01 1.59563e-01 1.59563e-01 1.59563e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -5.48567e-03 -5.48567e-03 -5.48567e-03 -5.48567e-03 -5.48567e-03 -5.48567e-03 0.00000e+00 3.06621e+00 3.06621e+00 3.06621e+00 3.06621e+00 3.06621e+00 3.06621e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 2.65468e-04
1.00000e+00 3.42809e+02 3.42809e+02 3.42809e+02 3.42809e+02 3.42809e+02 3.42809e+02 0.00000e+00 -1.02369e+01 -1.02369e+01 -1.02369e+01 -1.02369e+01 -1.02369e+01 -1.02369e+01 0.00000e+00 -7.85256e+08 -7.85256e+08 -7.85256e+08 -7.85256e+08 -7.85256e+08 -7.85256e+08 0.00000e+00 1.14337e+00 1.14337e+00 1.14337e+00 1.14337e+00 1.14337e+00 1.14337e+00 0.00000e+00 -3.64456e-02 -3.64456e-02 -3.64456e-02 -3.64456e-02 -3.64456e-02 -3.64456e-02 0.00000e+00 -1.15219e+07 -1.15219e+07 -1.15219e+07 -1.15219e+07 -1.15219e+07 -1.15219e+07 0.00000e+00 1.14397e+00 1.14397e+00 1.14397e+00 1.14397e+00 1.14397e+00 1.14397e+00 0.00000e+00 -2.15717e-02 -2.15717e-02 -2.15717e-02 -2.15717e-02 -2.15717e-02 -2.15717e-02 0.00000e+00 -1.69257e-03 -1.69257e-03 -1.69257e-03 -1.69257e-03 -1.69257e-03 -1.69257e-03 0.00000e+00 -5.81495e+07 -5.81495e+07 -5.81495e+07 -5.81495e+07 -5.81495e+07 -5.81495e+07 0.00000e+00 -1.58610e+09 -1.58610e+09 -1.58610e+09 -1.58610e+09 -1.58610e+09 -1.58610e+09 0.00000e+00 8.68697e-01 8.68697e-01 8.68697e-01 8.68697e-01 8.68697e-01 8.68697e-01 0.00000e+00 -2.11121e-02 -2.11121e-02 -2.11121e-02 -2.11121e-02 -2.11121e-02 -2.11121e-02 0.00000e+00 8.72513e-01 8.72513e-01 8.72513e-01 8.72513e-01 8.72513e-01 8.72513e-01 0.00000e+00 1.63617e-01 1.63617e-01 1.63617e-01 1.63617e-01 1.63617e-01 1.63617e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -5.63765e-03 -5.63765e-03 -5.63765e-03 -5.63765e-03 -5.63765e-03 -5.63765e-03 0.00000e+00 3.07130e+00 3.07130e+00 3.07130e+00 3.07130e+00 3.07130e+00 3.07130e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 2.80315e-04
1.00000e+00 3.46832e+02 3.46832e+02 3.46832e+02 3.46832e+02 3.46832e+02 3.46832e+02 0.00000e+00 -9.80061e+00 -9.80061e+00 -9.80061e+00 -9.80061e+00 -9.80061e+00 -9.80061e+00 0.00000e+00 -7.47670e+08 -7.47670e+08 -7.47670e+08 -7.47670e+08 -7.47670e+08 -7.47670e+08 0.00000e+00 1.14733e+00 1.14733e+00 1.14733e+00 1.14733e+00 1.14733e+00 1.14733e+00 0.00000e+00 -3.70299e-02 -3.70299e-02 -3.70299e-02 -3.70299e-02 -3.70299e-02 -3.70299e-02 0.00000e+00 -9.84418e+06 -9.84418e+06 -9.84418e+06 -9.84418e+06 -9.84418e+06 -9.84418e+06 0.00000e+00 1.14785e+00 1.14785e+00 1.14785e+00 1.14785e+00 1.14785e+00 1.14785e+00 0.00000e+00 -2.18377e-02 -2.18377e-02 -2.18377e-02 -2.18377e-02 -2.18377e-02 -2.18377e-02 0.00000e+00 -1.31342e-03 -1.31342e-03 -1.31342e-03 -1.31342e-03 -1.31342e-03 -1.31342e-03 0.00000e+00 -5.64609e+07 -5.64609e+07 -5.64609e+07 -5.64609e+07 -5.64609e+07 -5.64609e+07 0.00000e+00 -1.54571e+09 -1.54571e+09 -1.54571e+09 -1.54571e+09 -1.54571e+09 -1.54571e+09 0.00000e+00 8.65891e-01 8.65891e-01 8.65891e-01 8.65891e-01 8.65891e-01 8.65891e-01 0.00000e+00 -2.12958e-02 -2.12958e-02 -2.12958e-02 -2.12958e-02 -2.12958e-02 -2.12958e-02 0.00000e+00 8.69652e-01 8.69652e-01 8.69652e-01 8.69652e-01 8.69652e-01 8.69652e-01 0.00000e+00 1.67476e-01 1.67476e-01 1.67476e-01 1.67476e-01 1.67476e-01 1.67476e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -5.78264e-03 -5.78264e-03 -5.78264e-03 -5.78264e-03 -5.78264e-03 -5.78264e-03 0.00000e+00 3.07643e+00 3.07643e+00 3.07643e+00 3.07643e+00 3.07643e+00 3.07643e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 2.95109e-04
1.00000e+00 3.50606e+02 3.50606e+02 3.50606e+02 3.50606e+02 3.50606e+02 3.50606e+02 0.00000e+00 -9.38938e+00 -9.38938e+00 -9.38938e+00 -9.38938e+00 -9.38938e+00 -9.38938e+00 0.00000e+00 -7.15043e+08 -7.15043e+08 -7.15043e+08 -7.15043e+08 -7.15043e+08 -7.15043e+08 0.00000e+00 1.15112e+00 1.15112e+00 1.15112e+00 1.15112e+00 1.15112e+00 1.15112e+00 0.00000e+00 -3.75693e-02 -3.75693e-02 -3.75693e-02 -3.75693e-02 -3.75693e-02 -3.75693e-02 0.00000e+00 -8.30445e+06 -8.30445e+06 -8.30445e+06 -8.30445e+06 -8.30445e+06 -8.30445e+06 0.00000e+00 1.15155e+00 1.15155e+00 1.15155e+00 1.15155e+00 1.15155e+00 1.15155e+00 0.00000e+00 -2.20819e-02 -2.20819e-02 -2.20819e-02 -2.20819e-02 -2.20819e-02 -2.20819e-02 0.00000e+00 -9.44242e-04 -9.44242e-04 -9.44242e-04 -9.44242e-04 -9.44242e-04 -9.44242e-04 0.00000e+00 -5.49525e+07 -5.49525e+07 -5.49525e+07 -5.49525e+07 -5.49525e+07 -5.49525e+07 0.00000e+00 -1.51090e+09 -1.51090e+09 -1.51090e+09 -1.51090e+09 -1.51090e+09 -1.51090e+09 0.00000e+00 8.63211e-01 8.63211e-01 8.63211e-01 8.63211e-01 8.63211e-01 8.63211e-01 0.00000e+00 -2.14582e-02 -2.14582e-02 -2.14582e-02 -2.14582e-02 -2.14582e-02 -2.14582e-02 0.00000e+00 8.66923e-01 8.66923e-01 8.66923e-01 8.66923e-01 8.66923e-01 8.66923e-01 0.00000e+00 1.71161e-01 1.71161e-01 1.71161e-01 1.71161e-01 1.71161e-01 1.71161e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -5.92107e-03 -5.92107e-03 -5.92107e-03 -5.92107e-03 -5.92107e-03 -5.92107e-03 0.00000e+00 3.08160e+00 3.08160e+00 3.08160e+00 3.08160e+00 3.08160e+00 3.08160e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 3.09852e-04
